Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Hofmann,  Frank;2013;;33;399;25
Hofmann,  Frank;2013;11;46;549;30
Hofmann,  Franziska;2013;;51;549;30
Hofmann,  Friedrich;2013;10;44;;30
Hofreiter, Dr. Anton;2013;3;37;;28
Hofstetter,  Hermann;2013;4;56;521;30
Hohenadl,  Ruth;2013;21;35;524;30
Hohmann,  Anna Helga Angela;2013;27;33;517;30
Holl,  Michael;2013;44;;;20
Hollack,  Karin;2013;;39;550;30
Holmeier,  Karl;2013;;38;347;20
Holst,  Ingeborg;2013;;42;533;30
Holz,  Angela Brigitte;2013;1;33;;31
Holzenkamp,  Franz-Josef;2013;38;34;;20
Holzer,  Malte;2013;30;39;332;20
Homburger,  Birgit;2013;5;35;331;20
Honsel,  Gerhard;2013;1;41;586;31
Hopfner, Dr. Wielant;2013;7;39;;25
Hopmann,  Ulrich;2013;5;33;549;30
Hoppe,  Siegmund;2013;64;57;;25
Hoppe,  Thilo;2013;3;37;;19
Horb,  Margaret;2013;4;34;324;20
Horbas,  Rainer;2013;18;35;;31
Horn,  Waldemar;2013;;39;451;26
Hornig,  Mirco;2013;;40;513;30
Hornung,  Cornelia;2013;16;33;;25
Hornung,  Fritz-Walter;2013;24;36;;27
Hornung,  Nicole;2013;;57;480;27
Horz-Hövel,  Sophia;2013;7;37;485;27
Houben,  Bettina;2013;15;35;;27
Hoyer, Dr. Guido;2013;36;36;395;25
Hoyer, Dr. Werner;2013;14;35;514;30
Hubatschek,  André Torsten;2013;4;35;394;25
Huber,  Edda;2013;8;42;465;26
Huber,  Judith;2013;5;33;;30
Huber,  Jürgen;2013;13;37;;24
Huber,  Klaus;2013;;41;532;30
Huber,  Konrad;2013;5;40;;30
Huber,  Martin;2013;8;40;555;30
Hubig,  Ute;2013;9;34;;30
Hübinger,  Anette;2013;10;34;;32
Hübner,  Bernd Michael;2013;2;36;595;32
Hübner,  Klaas;2013;;33;422;25
Hühnlein,  Johannes;2013;;39;371;23
Huemer,  Robert;2013;;56;547;30
Hüppe,  Hubert;2013;22;34;551;30
Huffer,  Michael;2013;22;36;444;25
Hufgard,  Christian;2013;;57;348;20
Hultsch,  Roland Wolfgang;2013;3;45;;27
Humme,  Christel;2013;12;33;;26
Hummel,  Alexander Helmut;2013;25;38;439;25
Hummel,  Peter;2013;40;45;;30
Hummel,  Thomas;2013;5;46;;27
Hummel,  Werner;2013;10;41;;30
Hummert,  Christian;2013;10;36;;30
Hunderlach,  Ralph;2013;11;57;;28
Hunko,  Andrej Konstantin;2013;8;36;;30
Hunner,  Jelica;2013;6;46;387;25
Hunner,  Johann;2013;25;46;;30
Hupe,  Vera;2013;26;56;;30
Hurst,  Martina;2013;6;34;;28
Hussinger,  Monica;2013;23;35;;31
Huth,  Christian;2013;4;45;;32
Huth,  Joachim;2013;;45;505;29
Igelmann,  Richard;2013;;53;323;19
Ilius,  Klaus-Dieter;2013;5;44;;20
Ilius,  Petra;2013;5;44;;24
Ilkhanipour,  Danial;2013;3;33;384;24
Irion,  Jörg Joachim;2013;;44;320;19
Irmscher,  Philipp;2013;3;35;;22
Iseke,  Thomas;2013;42;35;536;30
Izgin,  Figen;2013;21;36;343;20
Jackowski,  Gerlind Annemarie;2013;7;56;381;24
Jäger,  Ulf;2013;4;36;;20
Jaeschke,  Jan;2013;;39;424;25
Jager, Dr. Eva;2013;;35;573;31
Jagsch,  Stefan;2013;34;39;;27
Jahn,  Andreas;2013;5;39;478;27
Jahn,  Kirsten;2013;;37;483;27
Jansen,  Franz;2013;25;;;25
Janßen,  Cornelius Heinrich;2013;;35;501;29
Janssen,  Jan;2013;9;;453;26
Janssen,  Michael;2013;;39;308;17
Janus,  Richard;2013;;37;410;25
Jarmer,  Hans-Werner;2013;7;49;489;28
Jarzombek,  Thomas;2013;;34;300;17
Jaschkowski,  Erich;2013;44;;406;25
Jasper, Dr. Dieter;2013;;34;373;23
Jauernig,  Dorothea;2013;39;44;428;25
Jehle,  Jochen;2013;8;33;560;31
Jelpke,  Ursula;2013;33;36;592;31
Jenkel,  Reiner;2013;2;36;443;25
Jennerjahn,  Kai;2013;;42;430;25
Jens,  Karina Annemarie;2013;5;34;;24
Jensen, Dr. Nils;2013;10;56;;18
Jenssen,  Jens;2013;9;33;;19
Jenter,  Anneliese;2013;29;33;;29
Jepsen,  Thomas;2013;32;34;593;31
Jeschke,  Marieluise;2013;19;40;;17
Jesinghausen,  Elke;2013;2;34;;24
Jezewski,  Heinz-Werner;2013;43;36;;27
Jochimsen, Dr. Lukrezia Luise;2013;6;36;300;17
Jochum,  Mathias;2013;2;34;;28
Jöbkes,  Bruno;2013;20;37;;32
Jöckle,  Wolfgang;2013;;56;412;25
Jörns,  Sven Wolfgang;2013;5;57;;29
Johanning-Sturm,  Silke;2013;4;34;;17
Johannpötter,  Norbert;2013;45;56;;20
Johlke,  Gisela;2013;11;37;;25
John,  Robin;2013;;35;389;25
John,  Rüdiger;2013;;56;462;26
John,  Siegmar;2013;16;45;;29
Joosten,  Arnold Peter;2013;11;33;457;26
Jordan, Dr. Hans-Heinrich;2013;16;34;;29
Jost,  Ingrid;2013;5;36;366;23
Juchler, Dr. Ingo;2013;27;33;;25
Jürgens,  Ludwig;2013;;33;571;31
Jüttner, Dr. Egon;2013;51;34;;20
Jüttner,  Johannes;2013;14;40;574;31
Julius,  Gert;2013;5;52;;30
Juner,  Jörg;2013;8;33;;24
Jung,  Andreas;2013;26;34;;29
Jung, Dr. Franz Josef;2013;;34;586;31
Jung,  Gabriele;2013;1;37;483;27
Jung,  Johannes;2013;4;33;;32
Jung,  Manuela;2013;19;42;570;31
Jung,  Sabine;2013;3;33;;20
Jung,  Walter;2013;8;35;;32
Jung,  Xaver;2013;14;34;501;29
Jungmann,  Jörg;2013;14;36;509;29
Junker,  Franziska;2013;6;36;478;27
Junkereit,  Luzian Bernd;2013;26;36;325;20
Juratovic,  Josip;2013;;33;434;25
Just,  Dirk;2013;15;37;566;31
Kabisch,  Jens;2013;;33;509;29
Kaczmarek,  Oliver;2013;11;33;451;26
Kaehne,  Arne;2013;48;39;444;25
Kaenders,  Gabriele;2013;;36;301;17
Kaesbach,  Martina;2013;25;35;;25
Kästner,  Alexander;2013;4;34;;19
Kästner,  Toni;2013;8;45;496;28
Kahl, Dr. Hartmut Herrmann;2013;2;37;460;26
Kahl,  Michèle;2013;4;37;464;26
Kahraman-Meister,  Yazgülü;2013;15;44;;20
Kahrs,  Johannes;2013;4;33;;25
Kainz,  Werner;2013;;54;318;19
Kaiser,  Brigitte Ottilie;2013;6;58;;30
Kaiser,  Christa;2013;8;45;328;20
Kaiser,  Gerhard;2013;2;33;519;30
Kaiser,  Manfred;2013;40;56;;27
Kaiser,  Peter;2013;8;35;;28
Kaiser,  Sandra;2013;22;56;;29
Kalb,  Bartholomäus;2013;10;38;;28
Kalka,  Artur;2013;;42;526;30
Kallweit,  Patrick;2013;1;39;;24
Kallweit,  Uwe;2013;4;39;352;20
Kaltenhauser, Dr. Helmut;2013;;35;345;20
Kalteyer,  Norman;2013;22;36;546;30
Kaltschmid,  Uwe;2013;;48;483;27
Kamburoglu,  Ali;2013;7;;;31
Kaminski,  Maren;2013;;36;375;24
Kammer,  Hans-Werner;2013;;34;339;20
Kammer,  Jürgen;2013;13;57;326;20
Kammer,  Rochus;2013;4;35;;32
Kammerer,  Günther;2013;33;35;;30
Kamp,  Heiner;2013;46;35;529;30
Kampeter,  Steffen;2013;19;34;431;25
Kanitz,  Steffen;2013;8;34;434;25
Kanmaz,  Olcay;2013;52;36;442;25
Kanneder,  Harald;2013;;;497;28
Kansiz,  Ahmet;2013;;;530;30
Kapp,  Helena;2013;;34;484;27
Karcher,  Thomas;2013;29;;;31
Karl,  Alois;2013;;38;518;30
Karl,  Andreas;2013;;39;531;30
Karpowski,  Ilja Bertold;2013;4;45;373;23
Karstens, Dr. Detleff;2013;6;43;396;25
Karstens,  Stefan;2013;;36;351;20
Kaschke,  Andreas;2013;;39;303;17
Kaschner,  Heidi;2013;;36;396;25
Kasem,  Suat;2013;19;57;;30
Kasper,  Jacqueline;2013;;39;532;30
Kaster,  Bernhard Nikolaus;2013;;34;422;25
Kastner,  Susanne;2013;3;33;503;29
Kather,  Ilse;2013;2;44;547;30
Kauch,  Michael;2013;4;35;;24
Kauder,  Siegfried;2013;10;34;442;25
Kauder,  Volker;2013;;34;585;31
Kaufmann,  Johanna;2013;3;56;584;31
Kaufmann, Dr. Stefan;2013;;34;562;31
Kauper,  Thomas;2013;;43;557;30
Kaute,  Titus-Ivo;2013;7;;;30
Kekeritz,  Uwe Adolf Otto;2013;;37;378;24
Kelber,  Ulrich;2013;10;33;542;30
Keller,  Christian;2013;16;33;396;25
Keller,  Hartmut;2013;59;59;;20
Keller,  Thomas;2013;1;35;;17
Kemmerle,  Hans-Jürgen;2013;24;36;349;20
Kepper-Grämer,  Ulrike;2013;20;35;564;31
Keppler,  Jens;2013;37;39;;27
Kerber,  Michael;2013;;39;583;31
Kern,  Daniel;2013;;34;584;31
Kersken,  Bärbel;2013;34;44;;29
Kersting,  Gerd;2013;7;56;;28
Kersting,  Sieglinde;2013;1;56;;25
Kessing,  Ulrike Josefine;2013;5;37;;25
Keßler,  Ilko;2013;;33;401;25
Keßler-Binder,  Achim Robert;2013;12;54;456;26
Kestler,  Thomas;2013;;37;309;17
Keul,  Katja;2013;;37;540;30
Khalil,  Nader;2013;5;34;340;20
Kieckbusch,  Susanne;2013;13;37;;24
Kiehl, Dr. Reinhold;2013;19;;594;31
Kieninger,  Franz Xaver;2013;;40;533;30
Kienzer, Dr. Cornelia;2013;11;60;;30
Kiesewetter,  Roderich;2013;;34;521;30
Kik,  Thomas;2013;;40;569;31
Kilic,  Memet;2013;10;37;;25
Kind,  Lutz;2013;10;;578;31
Kindelmann,  Ralf;2013;;38;311;18
Kindler,  Sven-Christian;2013;51;37;;30
Kindo,  Anja;2013;6;36;335;20
Kipping,  Katja;2013;24;36;326;20
Kirchgeßner,  Andreas;2013;1;36;459;26
Kirchmann, Dr. Josef;2013;14;46;583;31
Kirchner,  Bruno Josef;2013;4;39;555;30
Kirf,  Gertrud;2013;;33;401;25
Kirsch,  Martina;2013;23;35;;32
Kirstan,  Frank;2013;10;33;;32
Kisa,  Hakan;2013;11;37;;24
Kistermann,  Thomas;2013;24;44;;30
Kisters,  Stefan;2013;13;37;;25
Kitzberger,  Manfred;2013;;40;513;30
Klaeden von,  Eckart Peter Hans;2013;7;34;;30
Klages,  Simon;2013;2;57;348;20
Klampe,  Olaf;2013;2;35;;27
Klamt,  Ewa;2013;10;34;306;17
Klamt,  Guido;2013;15;56;345;20
Klanke,  Olaf;2013;;39;564;31
Klare,  Wolfgang;2013;;35;341;20
Klaschka,  Andreas;2013;58;35;437;25
Klatt,  Anne;2013;5;37;488;27
Klaus,  Helmut;2013;5;40;315;18
Klawun,  Werner;2013;17;39;;30
Kleffel,  Anne Käthe;2013;;44;326;20
Kleffel,  Kurt-Peter;2013;2;44;;20
Kleiminger,  Christian;2013;6;33;341;20
Klein,  Achim;2013;;56;313;18
Klein,  Martin;2013;;36;316;18
Klein,  Rosalinde;2013;;51;504;29
Klein,  Volkmar;2013;1;34;;30
Klein-Schmeink,  Maria Anna;2013;32;37;448;25
Kleinert,  Thea;2013;11;36;429;25
Kleinfeld,  Renate;2013;3;33;;21
Kleinmann, Dr. Peter;2013;8;34;;19
Kleist,  Alexander;2013;8;35;;32
Klemke,  Horst Karl Hermann;2013;9;59;;32
Klemkow,  Jan;2013;12;57;;25
Klenhart,  Heidrich Torwald;2013;3;39;;18
Kleppe,  Thomas;2013;10;43;531;30
Klimke,  Jürgen;2013;3;34;;21
Klingbeil,  Lars;2013;2;33;322;19
Klinge,  Marcel;2013;7;35;335;20
Klingenberg,  Harald;2013;29;60;585;31
Klinger,  Wolfgang;2013;;36;365;23
Klingner,  Andreas;2013;;;414;25
Klis,  Peter;2013;;;455;26
Klodt,  Hubert;2013;;35;473;27
Klöckner,  Julia;2013;25;34;428;25
Klose,  Hans-Ulrich;2013;6;33;501;29
Klotzbücher, Dr. Michael;2013;;35;323;19
Klotzsche,  Mario;2013;22;35;587;31
Klug,  Astrid;2013;21;33;474;27
Klug,  Christoph Augustinus;2013;3;44;598;32
Klug,  Hans-Robert;2013;27;39;;25
Knape,  Andy;2013;;39;498;29
Knapp,  Adolf;2013;;36;366;23
Knauber,  Martin;2013;;35;477;27
Knauer,  Detlef;2013;54;37;411;25
Knebel,  Daniel;2013;;39;343;20
Knitsch,  Peter Erich;2013;4;37;479;27
Knoche,  Matthias;2013;;37;404;25
Knoche,  Monika;2013;8;36;471;27
Knocke,  Rolf Bernhard;2013;9;36;458;26
Knöchner,  Sieglinde;2013;33;36;;25
Knoerig,  Axel;2013;13;34;523;30
Knöß, Dr. Per;2013;26;35;333;20
Knollmann,  Carmen;2013;;34;503;29
Knopek, Dr. Lutz;2013;37;35;438;25
Knott,  Thorsten;2013;9;35;353;21
Knuffke,  Frank;2013;29;39;398;25
Kobe,  Gerd;2013;11;40;;22
Kober,  Pascal;2013;13;35;;31
Koch,  Christian;2013;13;57;588;31
Koch,  Harald;2013;2;36;;20
Koch,  Helga;2013;6;33;374;23
Koch,  Torsten;2013;20;37;540;30
Koczy,  Ute Maria Christine;2013;;37;351;20
Köhler,  Heiko;2013;7;39;435;25
Köhler, Dr. Kristina;2013;;34;564;31
Köhler,  Renate Erna;2013;8;53;478;27
Koehler,  Ulrich-Günther;2013;1;35;;17
Köhler,  Werner;2013;;37;369;23
Köhn,  Annette;2013;16;;328;20
Kölle,  Christian;2013;;44;382;24
Köllner,  Marion Monika Ingrid;2013;6;36;;19
Köllner,  Werner;2013;16;52;;20
König,  Josef;2013;7;35;;24
König,  Roland;2013;47;35;;30
König,  Ulrich;2013;3;57;595;32
Koenigs,  Thomas;2013;3;37;;17
Königshaus,  Hellmut Georg Richard;2013;4;35;473;27
Könnecke,  Wolf-Dieter;2013;3;;384;24
Köpp,  Christian;2013;;37;354;21
Köppen,  Daniel;2013;;45;577;31
Koeppen,  Jens;2013;4;34;376;24
Körber,  Sebastian;2013;4;35;357;22
Koerlin,  Julia;2013;9;33;535;30
Körndl,  Georg;2013;32;45;;27
Körner,  Frank;2013;16;39;;30
Körner,  Steve;2013;;43;470;27
Körper,  Fritz Rudolf;2013;;33;466;26
Köschinger,  Anton;2013;5;53;501;29
Köse,  Hamiyet;2013;2;36;;27
Koesling,  Michael;2013;7;41;;19
Köster,  Stefan;2013;9;39;410;25
Köster-Sollwedel,  Hans Henning;2013;;36;311;18
Kötter,  Andrea;2013;8;33;471;27
Kofbinger,  Anja;2013;58;37;;20
Kofler, Dr. Bärbel;2013;5;33;382;24
Koglin,  Hauke;2013;16;39;524;30
Kohl,  Horst;2013;5;43;;21
Kohle,  Hans August;2013;11;34;;30
Kohlmann,  Sascha;2013;55;34;;31
Kokott,  Manuela;2013;27;39;;29
Kolarczik,  Mirco;2013;3;36;365;23
Kolb,  Christian;2013;;37;593;31
Kolb, Dr. Heinrich Leonhard;2013;20;35;476;27
Kolb,  Michael;2013;3;34;486;27
Kolbe,  Anja;2013;33;35;;31
Kolbe,  Daniela;2013;3;33;491;28
Kolbe,  Manfred Lothar;2013;4;34;452;26
Kolbeck,  Alexander Ludwig;2013;;41;451;26
Kolkmann-Lutz,  Dagmar Marie;2013;1;44;;30
Kolmorgen,  Ingo;2013;4;37;;26
Kolter,  Cindy;2013;;36;408;25
Konrad, Dr. Fred;2013;28;37;393;25
Koplin,  Torsten;2013;4;36;510;29
Kopp,  Gudrun;2013;5;35;317;18
Koppe,  Walter Ernst Wolfgang;2013;5;36;435;25
Koppelin,  Jürgen;2013;;35;513;30
Korcian,  Eva;2013;1;46;302;17
Kordes,  Henrik;2013;27;44;;30
Korfmann,  Patrick Alexander;2013;3;40;;27
Korntreff,  Ina;2013;;44;529;30
Korntreff,  Stefanie;2013;2;44;371;23
Korte,  Jan;2013;2;36;;28
Korte, Prof. Dr. Niels;2013;2;34;371;23
Kortmann,  Karin;2013;12;33;384;24
Koschmieder,  Dietmar;2013;24;52;407;25
Koschorrek, Dr. Rolf;2013;13;34;;24
Koschyk,  Hartmut;2013;8;38;302;17
Kosmanek,  Margot;2013;;34;536;30
Kosow,  Heiko;2013;45;37;;31
Koß,  Thoralf;2013;;37;447;25
Koß, Dr. Volker;2013;;37;455;26
Kossack,  Philip;2013;;37;310;17
Kossendey,  Thomas;2013;;34;330;20
Kotting-Uhl,  Sylvia;2013;5;37;327;20
Kotzian,  Emanuel;2013;3;57;570;31
Kovac,  Kordula;2013;;34;543;30
Koziolek,  Stephan-Gerhard;2013;12;36;;31
Krabbes,  Stefan;2013;19;37;;20
Krämer,  Martin;2013;;39;370;23
Kraemer-Schwinn,  Ulrike;2013;;54;565;31
Kraft,  Ursula;2013;;34;396;25
Kraft,  Volker;2013;23;44;;27
Krafzik,  Günter;2013;3;43;558;31
Kramer,  Benjamin Manuel;2013;4;35;;30
Kramer,  Klaus-Dieter;2013;11;;487;27
Kramer,  Rolf;2013;;33;465;26
Krames,  Erich;2013;18;39;333;20
Kramme,  Anette;2013;7;33;500;29
Kranz,  Ernst;2013;12;33;536;30
Kraume,  Matthias;2013;5;45;489;28
Krause,  Brian;2013;4;37;420;25
Krause, Dr. Dietrich-Eckard;2013;;35;569;31
Krause,  Hendrik;2013;7;57;317;18
Krause,  Johannes;2013;2;33;;18
Krause,  Ludwig;2013;5;51;372;23
Krause,  Rainer Eckehard;2013;9;35;;30
Krause,  Steffen;2013;60;53;450;25
Krauß,  Arthur Wolfram;2013;2;;;21
Krauß,  Reiner;2013;;43;495;28
Krauth,  Tanja;2013;3;36;;29
Krebs,  Jörg;2013;;39;501;29
Kreh,  Matthias;2013;1;33;482;27
Kreidemann,  Alexander F.;2013;19;39;;27
Kreil,  Horst;2013;;45;555;30
Krell,  Andreas;2013;7;56;378;24
Krellmann,  Jutta;2013;9;36;;29
Kremer,  Marc-Benedict;2013;5;39;346;20
Kressl,  Nicolette;2013;;33;399;25
Krestel,  Holger;2013;3;35;572;31
Kretschmer,  Michael;2013;4;34;381;24
Kretzschmann,  Gunter;2013;;39;457;26
Krichbaum,  Gunther;2013;;34;411;25
Krichel-Mäurer,  Hermann-Josef;2013;;33;578;31
Krien,  Frank Hartmut;2013;40;39;409;25
Krings, Dr. Günter;2013;4;34;466;26
Krischer,  Oliver;2013;31;37;409;25
Krix,  Stefan;2013;8;56;390;25
Krögner,  Walter;2013;;33;425;25
Krönauer,  Manfred;2013;36;35;;31
Krogmann, Dr. Martina;2013;16;34;;30
Kroll,  Daniela;2013;3;55;330;20
Kroll,  Dorothee;2013;6;37;;22
Kronimus,  Kilian;2013;29;56;392;25
Kruczkowski,  Katarzyna Dorota;2013;4;45;;31
Krüger, Dr. Hans-Ulrich;2013;1;33;419;25
Krüger,  Jürgen;2013;36;40;413;25
Krüger,  Lasse;2013;12;39;;25
Krüger,  Mario;2013;8;43;;20
Krüger-Leißner,  Angelika;2013;8;33;;30
Krug,  Daniel;2013;6;39;358;22
Krug, Dr. Michael;2013;;35;413;25
Krumbachner,  Alois;2013;36;45;;27
Krumwiede,  Agnes;2013;17;37;524;30
Krupp,  Holger Karsten;2013;9;35;516;30
Kruse,  Michael;2013;5;57;;21
Kruse,  Rüdiger;2013;6;34;;17
Krutten,  Stefan;2013;4;33;320;19
Kubach,  Walter;2013;17;36;;32
Kubacki,  Klaus;2013;;52;565;31
Kubat,  Stefan;2013;15;35;;24
Kubisch,  Christian;2013;12;57;;19
Kucharczyk,  Jürgen;2013;;33;545;30
Kuchler,  Hartwin;2013;30;46;403;25
Kuchta,  Hans-Werner;2013;5;43;;30
Kudla,  Bettina Irene;2013;;34;581;31
Küber,  Thurid;2013;;33;452;26
Kühn,  Stephan;2013;29;37;329;20
Kühn-Mengel,  Helga;2013;2;33;460;26
Kühne,  Steffen;2013;19;36;392;25
Kühnel,  Hans-Gerd Lutz;2013;8;44;362;22
Kührt,  Marcus;2013;17;45;;25
Kühsel,  Heinz Hans Hermann;2013;1;36;459;26
Künast,  Renate;2013;33;37;335;20
Künstle,  Jutta Maria Irene;2013;1;43;381;24
Kues, Dr. Hermann;2013;13;34;;30
Küster,  Jörg-Friedrich;2013;4;36;331;20
Kuhlmann,  Max;2013;17;54;331;20
Kuhn, Dr. Arnd;2013;5;37;;24
Kuhn,  Fritz;2013;26;37;398;25
Kuhn,  Klaus Dieter Kurt;2013;2;53;573;31
Kujath,  Rudolf;2013;1;33;;22
Kumpf,  Ute;2013;10;33;385;24
Kunert,  Katrin;2013;7;36;558;31
Kunkel,  Willibert;2013;3;39;366;23
Kunkis-Becker,  Cornelia;2013;8;37;388;25
Kuntz,  Ernst Jakob;2013;;36;585;31
Kunz,  Christian;2013;;36;511;29
Kunz,  Viktor;2013;10;;;23
Kurnaz,  Bayram;2013;;;508;29
Kursawe,  Günter;2013;;39;353;21
Kurtenbach,  Wolfgang Wilhelm;2013;;58;537;30
Kurth,  Markus;2013;1;37;;25
Kurth,  Patrick;2013;6;35;442;25
Kurth,  Undine;2013;1;37;490;28
Kurz,  Matthias;2013;1;57;368;23
Kuschke,  Dietmar;2013;3;36;;32
Kuske,  Monika;2013;;44;530;30
Kutzmutz,  Rolf;2013;1;36;;23
Laame,  Benedikt;2013;;35;361;22
Laaser,  Sebastian;2013;48;33;;25
Labigne,  Claire;2013;68;37;;25
Labouvie,  Christa;2013;25;37;;27
Labudda,  Carsten;2013;3;36;;18
Lach,  Günter;2013;;34;573;31
Lachmann,  Daniel;2013;27;39;351;20
Lachmann,  Peter Christian Harri;2013;3;58;476;27
Ladewig,  Richard;2013;4;35;521;30
Lämmel,  Andreas Gottfried;2013;34;34;519;30
Lämmel,  Uwe;2013;8;37;459;26
Lämmer,  Rosemarie;2013;;40;434;25
Länge,  Jean Dominique;2013;1;56;;27
Lätzsch,  Mike;2013;7;36;;31
Lafontaine,  Oskar;2013;14;36;;26
Lahni,  Erhard;2013;1;41;;32
Lambrecht,  Christine;2013;11;33;;30
Lamers, Dr. Karl;2013;6;34;487;27
Lammert, Prof. Dr. Norbert;2013;10;34;573;31
Lampl,  Hans;2013;1;58;440;25
Lamprecht,  Monika;2013;2;;515;30
Lanari,  Stefan;2013;;36;535;30
Landauer, Dr. Peter;2013;7;;;17
Landgraf,  Barbara Katharina;2013;;34;520;30
Lanfermann,  Heinz;2013;5;35;454;26
Lang,  Peter;2013;1;50;360;22
Lang,  Rudolf;2013;3;56;;31
Langanki,  Jürgen;2013;7;40;546;30
Lange,  Christian;2013;15;33;548;30
Lange,  Cornelia;2013;4;34;568;31
Lange,  Hans-Jürgen;2013;29;;;27
Lange,  Helmut Walter Wolfgang;2013;;44;567;31
Lange,  Robert;2013;1;57;354;21
Lange,  Ulrich;2013;5;38;;27
Lange,  Volker Rainer Hartmut;2013;;33;553;30
Lange,  Wanja Max;2013;50;44;;20
Langefeld,  Jörn;2013;3;35;;21
Langen,  Doreen;2013;52;39;390;25
Langensiepen,  Heidemarie Regine Elke (Heidi);2013;;35;540;30
Langer,  Michael;2013;18;40;;29
Langer, Dr. Vera Isabella;2013;6;35;;27
Langguth,  Iris;2013;12;37;484;27
Lanius-Heck,  Rita;2013;;34;597;32
Lanzinger,  Barbara Maria;2013;25;38;;29
Lapsien, Dr. Jürgen Hans;2013;23;56;;30
Lardon, Dr. Hartmut;2013;10;35;;25
Laubel,  Thomas;2013;11;57;508;29
Lauer,  Paul;2013;2;35;;31
Lauinger,  Dieter;2013;31;37;581;31
Laurisch,  Dennis;2013;2;57;492;28
Laurischk,  Mario Michael;2013;1;34;570;31
Laurischk,  Sibylle;2013;9;35;364;22
Lausberg, Dr. Conrad;2013;6;56;583;31
Lauterbach,  Brigitte Renate;2013;23;39;519;30
Lauterbach, Prof. Dr. Karl;2013;;33;459;26
Laux,  Claudia Marianne;2013;49;37;401;25
Lay,  Caren Nicole;2013;9;36;;29
Lazar,  Monika;2013;7;37;456;26
Leber,  Tim;2013;1;41;453;26
Lebmeier,  Josef;2013;7;45;;32
Lechner,  Sebastian;2013;7;34;;30
Lechner,  Thomas Gerhard;2013;23;41;343;20
Lechte,  Ulrich Werner Maria;2013;15;35;;30
Lederer, Dr. Klaus;2013;21;36;;30
Lederle,  Felix Paul Edgar;2013;6;36;375;24
Lehle,  Bernhard;2013;;37;377;24
Lehmann,  Klaus;2013;;56;562;31
Lehmann,  Uwe;2013;3;;;29
Lehmer, Dr. Max;2013;;38;367;23
Lehming,  Erwine;2013;;39;513;30
Lehmler,  Aloys;2013;;39;394;25
Lehner, Dr. Kurt;2013;3;35;596;32
Lehnert,  Ruben;2013;10;36;375;24
Lehrberger,  Sebastian;2013;;60;382;24
Lehrieder,  Paul;2013;;38;524;30
Leibrecht,  Harald;2013;;35;550;30
Leidig,  Sabine;2013;4;36;565;31
Leidinger,  Markus;2013;1;33;486;27
Leinen, Prof. Dr. Felix;2013;23;56;;29
Lelke,  Andreas;2013;2;45;505;29
Lemke,  Helmut;2013;4;59;;27
Lemm,  Michael;2013;3;36;;17
Lemme,  Steffen-Claudio;2013;13;33;;28
Lemmermeier,  Siegfried;2013;3;;490;28
Lempp, Dr. Hans-Volkhard;2013;;38;553;30
Lenger,  Tammo;2013;61;37;;30
Lengert,  Peter;2013;;36;325;20
Lengsfeld,  Vera;2013;12;34;;28
Lenk,  Sebastian;2013;6;34;383;24
Lenkert,  Ralph;2013;13;36;;28
Lenz,  Jürgen;2013;1;;493;28
Lenz-Aktas,  Ingrid;2013;;33;467;26
Leonhard, Dr. Elke;2013;36;33;521;30
Leonhard,  Gino;2013;12;35;502;29
Leopold,  Sabine;2013;;44;314;18
Lerch,  Helga;2013;22;35;;25
Leucht,  Maximilian;2013;19;35;;29
Leusmann,  Bernhard;2013;23;50;522;30
Leutert,  Michael Gerhard;2013;2;36;;31
Leutheusser-Schnarrenberger,  Sabine;2013;6;35;462;26
Lewis,  Christopher;2013;1;45;523;30
Leyen von der, Dr. Ursula;2013;6;34;;27
Leyendecker,  Rainer;2013;1;;342;20
Lieb,  Robert;2013;;40;570;31
Liebeck,  Maria;2013;24;34;;30
Liebehenz,  Marc;2013;58;35;;25
Liebenow,  Fritz;2013;49;39;425;25
Liebhart,  Werner Hans;2013;;35;379;24
Liebich,  Stefan;2013;51;36;;30
Liebing,  Ingbert;2013;4;34;376;24
Liederwald,  Hans Dieter;2013;7;53;301;17
Liedy,  Ulrike;2013;1;41;;29
Lierse,  Lore;2013;5;39;;29
Lietz,  Matthias;2013;6;34;358;22
Lillge,  Ulrike;2013;3;45;315;18
Lillge, Dr. Wolfgang;2013;1;45;;22
Limmer,  Kai;2013;3;39;386;24
Lindemann,  Hendrik;2013;;35;536;30
Lindemann,  Lars Friedrich;2013;58;35;549;30
Lindemann,  Thomas;2013;2;39;;24
Linden,  Hans;2013;;48;370;23
Lindholz,  Andrea;2013;4;38;;25
Lindlar,  Manuel;2013;29;36;;30
Lindlohr,  Andrea;2013;18;37;401;25
Lindner,  Christian;2013;15;35;560;31
Lindner,  Dietmar;2013;9;41;400;25
Lindner, Dr. Martin;2013;14;35;;30
Lindner,  Tobias;2013;1;37;376;24
Lingnau, Dr. Hildegard;2013;6;37;511;29
Link,  Heinz Werner;2013;;46;497;28
Link, Dr. Manfred;2013;;58;553;30
Link,  Michael Georg;2013;3;35;552;30
Link,  Peter Wigbert;2013;9;34;566;31
Linke, Dr. Marianne Monika;2013;40;36;;20
Linnemann, Dr. Carsten;2013;;34;314;18
Linse,  Julia;2013;;34;437;25
Lips,  Patricia;2013;19;34;;29
Lischka,  Burkhard;2013;11;33;486;27
Lissner,  Simon;2013;2;37;369;23
