Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Lehmer, Dr. Maximilian;2009;;3;215;14
Lehmkuhl, Thorsten;2009;2;22;;2
Lehmler, Aloys;2009;10;9;298;16
Lehn, Waltraud;2009;37;1;123;9
Lehnigk-Emden, Judith;2009;25;5;;13
Lehr, Berengar;2009;19;4;;12
Lehrieder, Paul;2009;;3;252;14
Leibrecht, Harald;2009;4;5;267;15
Leichsenring, Uwe;2009;4;9;159;10
Leihkauf, Franz;2009;;31;162;10
Leitert, Knut;2009;;14;58;6
Leitner, Jens;2009;20;15;;10
Lelke, Andreas;2009;22;15;152;10
Lenke, Ina;2009;2;5;35;4
Lenz, Thomas;2009;6;2;12;2
Leonhard, Dr. Elke;2009;12;1;204;13
Leonhardt, Karlheinz;2009;9;15;;4
Leopold, Sabine;2009;18;22;;9
Lerchner, Jürgen;2009;;6;51;4
Leutert, Michael Gerhard;2009;8;6;;10
Leutheusser-Schnarrenberger, Sabine;2009;1;5;225;14
Liche, Joachim;2009;;9;113;9
Liebeck, Maria;2009;61;2;;9
Lieberknecht, Ulrike;2009;;4;197;12
Lieberz, Ralf;2009;;9;102;9
Liebich, Stefan;2009;;6;77;8
Liebig, Gabriele;2009;7;15;;11
Liebing, Ingbert;2009;9;2;2;1
Liedy, Ulrike Elfriede;2009;7;14;;13
Liepelt, Volker;2009;8;2;76;8
Liesegang, Stefan;2009;;9;84;8
Lilge, Jürgen;2009;36;5;;11
Lillge, Dr. Wolfgang;2009;11;15;79;8
Lillge, Ulrike;2009;2;15;76;8
Limberger, Joachim;2009;50;2;;15
Limmer, Kai;2009;17;9;238;14
Linckersdorff, Matthias;2009;30;5;291;15
Lindenberg, Christina;2009;9;1;;8
Lindenberg, Sven;2009;20;9;;7
Lindlmair, Thomas;2009;17;6;;14
Lindner, Tobias;2009;9;4;213;13
Lindner, Walter Wolfhard Dietmar;2009;9;14;;14
Lingens, Maria;2009;35;2;;11
Lingnau, Dr. Hildegard;2009;;4;199;13
Linhart, Hannelore;2009;6;11;;4
Linhart, Jürgen;2009;49;3;;14
Linhart, Susanne;2009;34;3;;14
Link, Michael;2009;9;5;268;15
Linke, Dr. Marianne Monika;2009;;6;15;2
Linke-Diefenbach, Anne;2009;32;5;;11
Linn, Ursula;2009;2;11;266;15
Linow, Hartmut;2009;;32;13;2
Lintner, Eduard;2009;;3;249;14
Lippold, Dr. Klaus Wilhelm;2009;4;2;186;11
Lippold, Henry-Kurt;2009;10;9;;7
Lipproß, Jochen;2009;42;5;151;9
Lippuner, Ernst;2009;9;11;;4
Lips, Patricia;2009;12;2;188;11
Lischka, Burkhard;2009;18;1;;7
Liskowsky, Prof. Dr. Volker Wolfgang Walter;2009;;4;168;10
Lison, Elke;2009;18;6;;15
List, Heiner Friedrich;2009;1;7;71;7
Listl, Walter;2009;19;6;;14
Löber, Wolfgang Georg;2009;21;9;;14
Locher, Jürgen;2009;16;6;;13
Lockfisch, Klemens;2009;6;9;261;15
Löffler, Walter;2009;;9;229;14
Lohe, Erika;2009;1;11;;4
Lohmann, Götz-Peter;2009;5;1;18;2
Lohneis, Norbert;2009;;12;185;11
Lohrmann, Martin;2009;;4;286;15
Lohse, Michael Edgar;2009;5;2;164;10
Löning, Markus;2009;1;5;80;8
Loos, Michael;2009;43;1;;4
Lopez, Helga;2009;18;1;174;11
Lorenz, Bernd;2009;26;9;241;14
Lorenz, Hagen;2009;4;15;;4
Lorenz, Karl;2009;20;15;;9
Lorenz, Rita;2009;31;1;;16
Lösekrug-Möller, Gabriele;2009;7;1;46;4
Lösing, Sabine Barbara;2009;;6;53;4
Loske, Dr. Reinhard;2009;2;4;102;9
Lott, Manuela;2009;15;2;;7
Lotter, Dr. Erwin;2009;10;5;254;14
Lötzer, Ursula;2009;2;6;102;9
Lötzsch, Dr. Gesine;2009;3;6;87;8
Löwenberg, Martin;2009;6;6;;14
Lübke, Andy;2009;14;2;;7
Lücker, Prof. Dr. Peter Wolfgang;2009;32;5;;13
Lückmann, Peter Kurt;2009;14;6;;12
Luckner, Karl-Heinz;2009;4;25;;5
Ludewig, Ralph;2009;13;6;;15
Ludwig, Claus;2009;;6;94;9
Ludwig, Fritz;2009;;6;132;9
Ludwig, Manuel;2009;5;22;;8
Lühmann, Kirsten;2009;33;1;;4
Lührmann, Anna;2009;3;4;182;11
Lukas, Jochen;2009;8;8;;15
Lungershausen, Manfred;2009;2;11;;2
Lüpke, Mario;2009;5;22;;7
Lüth, Dominik;2009;12;8;;15
Luther, Dr. Michael Andreas;2009;2;2;167;10
Lütke, Jens;2009;2;9;6;1
Lüttke, Ragnar Harald;2009;;6;11;1
Lutze, Thomas;2009;8;6;;16
Lutz-Koppermann, Tatjana;2009;24;2;;1
Lux, Josefa;2009;71;1;;9
Lux-Hartig, Christiane;2009;13;4;27;4
Maaßen-Pyritz, Martina;2009;13;4;112;9
Machleid, Andrea;2009;8;9;73;7
Machleid, Hans Peter;2009;13;9;;7
Mackenthun, Jürgen;2009;14;4;46;4
Madjlessi, Dr. Forusan;2009;22;5;147;9
Mahlberg, Thomas;2009;37;2;116;9
Mährlein, Gert;2009;9;11;;8
Maier, Franz;2009;5;15;214;14
Maier, Sascha Andre;2009;;9;127;9
Maier, Sebastian;2009;54;1;;14
Maier, Waldemar Bruno;2009;;9;69;7
Maisch, Nicole;2009;7;4;169;11
Majer, Thorsten;2009;36;1;267;15
Majewski, Rosemarie;2009;29;2;;15
Malborn, Dr. Peter;2009;;9;97;9
Maller, Anton;2009;5;16;;14
Malotke, Burkhard;2009;;6;277;15
Malzkows, Artur;2009;15;8;;9
Mam Rostami Boukani, Jafar;2009;12;6;;13
Mäncher, Eric;2009;30;1;;13
Manegold, Prof. Bodo;2009;15;2;;8
Manes, Ulrich;2009;12;8;;9
Mang, Denis Michael;2009;24;1;;13
Mang, Markus;2009;4;9;297;16
Mann, Reinhart;2009;;32;291;15
Mannschatz, Norbert;2009;;6;297;16
Mansour Al-Masri, Mohamed;2009;;32;53;4
Mantel, Dorothee;2009;8;3;;14
Manthey, Judith;2009;11;6;;4
Manthey, Peter;2009;;5;12;2
Mantovan, Freia;2009;2;22;;11
Mantovan, Walter;2009;7;22;;11
Manzewski, Dirk;2009;3;1;17;2
Marbach, Inga;2009;2;22;;1
Marcian, Margitta;2009;3;10;;11
Marienfeld, Barbara;2009;7;15;;9
Maringer, Evi;2009;7;1;;16
Mark, Lothar;2009;11;1;276;15
Markau, Andre;2009;10;9;78;8
Marks, Caren;2009;14;1;43;4
Marohn, Ralf;2009;9;5;209;13
Marschner, Frank;2009;12;9;186;11
Martensen, Anton;2009;;4;208;13
Martin, Gertrud;2009;7;14;;15
Martin, Richard;2009;14;12;249;14
Marwein, Thomas;2009;;4;285;15
Marx, Peter;2009;1;9;296;16
Marx, Ulrike Dorothea;2009;6;1;192;12
März, Thorsten;2009;;9;179;11
Maskos, Wolfgang Heinrich;2009;16;8;;9
Maßberg, Reinhard;2009;3;15;231;14
Mast, Katja;2009;17;1;280;15
Mast, Renate;2009;5;22;;3
Masuch, Gretel;2009;7;12;;4
Masudi, Zaman;2009;;6;19;3
Matetzki, Claus-Peter;2009;;6;7;1
Mattheis, Hildegard;2009;9;1;292;15
Matthes, Ursula Gesine;2009;11;2;;10
Matthiessen, Günter;2009;;6;55;5
Mattusch, Christian;2009;15;9;;7
Mätz, Klaus;2009;;1;86;8
Maul, Frank Thomas;2009;4;8;149;9
Maurer, Anke;2009;2;13;;5
Maurer, Ulrich;2009;1;6;260;15
Mayer, Bernd;2009;43;6;;4
Mayer, Dieter;2009;27;1;;11
Mayer, Dr. Cornelia;2009;15;2;282;15
Mayer, Leonhard;2009;10;6;;10
Mayer, Stephan;2009;;3;214;14
Meckel, Johannes-Markus;2009;9;1;57;6
Meckel, Sascha;2009;10;11;;9
Meckelburg, Wolfgang;2009;31;2;124;9
Meenen, Uwe;2009;6;9;252;14
Mehl, Hans;2009;11;12;247;14
Mehnert, Dr.Thomas Helmut Julius Hermann;2009;4;9;;14
Mehrwald, Stefan;2009;;12;136;9
Meier, Brigitte Maria;2009;34;1;221;14
Meier, Katrin;2009;4;23;;8
Meier, Reiner;2009;31;3;;14
Meier, Silke;2009;11;4;38;4
Meier, Volker;2009;70;1;;9
Meier, Wolfgang;2009;3;8;;15
Meierhofer, Horst;2009;5;5;234;14
Meincke, Karin;2009;55;2;115;9
Meiners, Marco;2009;24;5;51;4
Meinhardt, Patrick;2009;7;5;273;15
Meiniger, Marco;2009;;9;105;9
Meise, Stephan;2009;;9;98;9
Meist, Christa Pauline;2009;7;6;238;14
Meister, Dr. Michael;2009;10;2;189;11
Meister, Roland Matthäus;2009;11;22;;9
Melcher, Horst Gerhard;2009;3;7;70;7
Melkis, Michael;2009;;9;144;9
Memmel, Josef;2009;19;12;242;14
Mende, Dirk;2009;22;5;36;4
Mense, Christel Johanna;2009;89;2;;9
Menz, Birgit;2009;15;6;;5
Menzner, Dorothee;2009;2;6;;4
Merkel, Dr. Angela;2009;1;2;15;2
Merkel, Petra-Evelyne;2009;2;1;81;8
Merod, Franz-Rudolf;2009;5;12;;13
Merten, Aloysia;2009;6;10;;9
Merten, Ingo;2009;10;23;;3
Merten, Ulrike;2009;22;1;99;9
Mertgen, Alfred;2009;10;15;;9
Merz, Friedrich;2009;;2;148;9
Messow, Frei;2009;31;5;278;15
Metz, Peter;2009;12;6;173;11
Metzger, Barbara Maria Christine;2009;7;4;212;13
Metzger, Oswald;2009;;4;293;15
Metzner, Dirk;2009;;6;27;4
Metzner-Seifert, Regina;2009;53;3;;14
Meves, Helge;2009;12;6;;10
Meyer zu Natrup, Dr. Maria;2009;25;2;;1
Meyer, Christiane;2009;12;9;;7
Meyer, Doris;2009;23;3;;14
Meyer, Dr. Steffen-Werner;2009;15;1;;16
Meyer, Dr. Ulli;2009;5;2;299;16
Meyer, Erich;2009;;4;70;7
Meyer, Gerhard;2009;47;2;;4
Meyer, Hans Dieter;2009;;7;72;7
Meyer, Hartmut;2009;;32;29;4
Meyer, Heike;2009;37;2;;11
Meyer, Jens Gerd;2009;23;1;;1
Meyer, Laurenz;2009;25;2;146;9
Meyer, Maria;2009;5;22;;1
Meyer, Michael;2009;;9;33;4
Meyer, Niels;2009;4;15;;15
Meyer, Reinhardt Wilhelm;2009;9;22;118;9
Meyer, Stephan;2009;8;23;;8
Meyer, Wolfgang Heinz;2009;15;5;164;10
Meyer-zum Felde, Alexander;2009;58;1;;4
Michaelis, Axel;2009;25;9;237;14
Michaelis, Kerstin;2009;8;9;57;6
Michalak, Christian;2009;;4;142;9
Michalak, Christoph;2009;;31;80;8
Michalk, Maria Ludwiga;2009;3;2;158;10
Michelbach, Hans;2009;14;3;239;14
Michel-Biegel, Dr. Charlotte;2009;;4;281;15
Middelberg, Dr. Mathias;2009;25;2;39;4
Middendorf, Claudia;2009;59;2;;9
Mientus, Christa;2009;7;5;86;8
Miersch, Dr. Matthias;2009;8;1;47;4
Mieth, Matias;2009;2;4;195;12
Mihm, Elvira;2009;47;1;;11
Milius, Rudi;2009;;32;64;6
Mill, Rainer Wolfgang;2009;;6;9;1
Minkel, Klaus;2009;17;2;178;11
Minschke, Wilhelm;2009;26;5;49;4
Miosga, Richard;2009;;9;82;8
Mischau, Evmarie Gertrud;2009;9;22;;14
Mischau, Klaus;2009;4;22;;14
Misfeldt, Wiebke;2009;3;6;;1
Mißfelder, Philipp;2009;28;2;122;9
Mistol, Jürgen;2009;12;4;234;14
Mittrenga, Susan;2009;3;4;;5
Mock, Paul Heinz;2009;;9;107;9
Moder, Igor;2009;7;9;;8
Mogg, Ursula;2009;6;1;201;13
Möhle, Klaus-Dieter Alfred August;2009;2;4;55;5
Mohs, Christoph;2009;13;15;;9
Mohs, Hubertus;2009;2;15;259;15
Molau, Andreas;2009;;9;49;4
Molitor, Helga Gabriele;2009;23;5;93;9
Molkenthin, Ernst;2009;6;6;3;1
Moll, Heiko;2009;25;6;25;4
Möllenstädt, Oliver;2009;2;5;55;5
Möller, Ingo;2009;15;8;;15
Möller, Kornelia Edeltraud Karin;2009;3;6;;14
Möllmann, Michael;2009;4;10;139;9
Möllring, Dr. Eva;2009;15;2;45;4
Mond, Wolfgang;2009;8;9;139;9
Mönikes, Jan;2009;27;1;266;15
Montag, Jerzy;2009;4;4;221;14
Moos, Michael;2009;7;6;282;15
Morchner, Ricky Manfred;2009;24;15;156;10
Morgenstern, Kirsten;2009;54;2;;11
Morgenstern, Reiner;2009;10;11;;4
Mortler, Marlene;2009;10;3;247;14
Mosblech, Volker Peter;2009;56;2;117;9
Mostofizadeh, Mehrdad;2009;14;4;120;9
Motter, Rudolf;2009;;9;93;9
Motzer, Gregor;2009;46;1;;4
Moulin, Stephane;2009;23;1;;13
Mrosek, Claudia;2009;11;6;;15
Mrozewski, Oliver Karl-Heinz Manfred;2009;8;14;5;1
Mücke, Jan;2009;2;5;161;10
Mühlhäuser, Daniel Philipp;2009;20;12;;14
Mühlhäuser, Harro;2009;21;12;;14
Mühlichen, Johannes Karl;2009;6;12;;2
Mühlichen, Matthias Peter;2009;4;12;;2
Mühlstein, Marko;2009;5;1;66;7
Mukengechay, Tombolo Wa Kadima;2009;7;15;;8
Müller, Alice;2009;40;2;;11
Müller, Andreas;2009;;6;88;9
Müller, Benjamin;2009;20;4;113;9
Müller, Bernward;2009;3;2;195;12
Müller, Carsten;2009;20;2;50;4
Müller, Detlef;2009;10;1;164;10
Müller, Dr. Gerd;2009;;3;257;14
Müller, Dr. Gernot;2009;27;5;;11
Müller, Dr. Johannes;2009;7;9;157;10
Müller, Dr. Sabine Jutta;2009;17;4;94;9
Müller, Hildegard;2009;12;2;107;9
Müller, Jürgen;2009;;6;89;9
Müller, Kerstin;2009;5;4;96;9
Müller, Klaus;2009;;6;112;9
Müller, Klaus;2009;;4;5;1
Müller, Lore;2009;1;11;;16
Müller, Manuel;2009;10;1;190;12
Müller, Marcus;2009;13;9;155;10
Müller, Marianne;2009;6;22;;11
Müller, Mario W.;2009;27;1;;13
Müller, Markus;2009;12;2;;15
Müller, Michael;2009;10;1;107;9
Müller, Michael;2009;5;12;49;4
Müller, Patrick;2009;25;1;;16
Müller, Peter;2009;14;9;27;4
Müller, Peter;2009;1;2;;16
Müller, Peter;2009;;6;270;15
Müller, Petra;2009;14;5;88;9
Müller, Rainer;2009;;9;135;9
Müller, Sabine;2009;22;5;;13
Müller, Stefan;2009;15;3;243;14
Müller, Stefan;2009;;6;47;4
Müller, Steffen;2009;;9;158;10
Müller, Tino;2009;3;9;18;2
Müller, Udo;2009;;4;147;9
Müller, Uwe;2009;17;2;;12
Müller-Horn, Anna Lisa;2009;22;22;;9
Müller-Horn, Esther;2009;10;22;;9
Müller-Horn, Kai;2009;;22;107;9
Müller-Jastrzembowski, Ilka;2009;28;5;;11
Müller-Morenius, Lorenz;2009;;6;130;9
Müllerschön, Johannes;2009;;6;267;15
Müller-Sönksen, Burkhardt;2009;1;5;;3
Müllerwiebus, Roswitha;2009;9;1;;1
Multhaupt, Gesine;2009;23;1;28;4
Münch, Detlef;2009;;32;143;9
Münch, Tobias;2009;13;1;;7
Münch, Wolfgang;2009;56;2;;15
Münnecke, Henning;2009;19;4;31;4
Müntefering, Franz;2009;1;1;;9
Murmann, Dr. Philipp;2009;10;2;5;1
Müseler, Arne;2009;;23;146;9
Muskulus, Hans-Jürgen Kurt;2009;22;6;;10
Mussauer, Klaus;2009;26;5;248;14
Muth, Bettina;2009;5;5;208;13
Mutlu, Özcan;2009;4;4;;8
Mütsch, Thomas;2009;4;14;277;15
Mützenich, Dr. Rolf;2009;67;1;96;9
Naber, Hanna;2009;48;1;;4
Nachtwei, Winfried;2009;10;4;130;9
Nadolski-Voigt, Jochen;2009;;4;146;9
Naehring, Dr. Friedrich;2009;17;4;40;4
Nagel, Heiko;2009;29;5;;13
Nagel, Thomas;2009;23;5;241;14
Nahles, Andrea Maria;2009;4;1;200;13
Nass, Martin;2009;35;6;;4
Nathz, Joachim;2009;;9;44;4
Naumann, Kersten;2009;2;6;192;12
Nawrath, Ingo;2009;9;14;;1
Nazaradeh, Dr. Fridun;2009;41;5;126;9
Neidlein, Alexander;2009;;9;260;15
Neitzel, Olaf;2009;5;8;79;8
Nell-Düvel, Brigitte;2009;13;4;178;11
Nergert, Gerhard;2009;;4;131;9
Neskovic, Wolfgang-Dragie Willi;2009;4;6;;6
Nettig, Ulrich Franz;2009;38;6;;4
Neubauer, Frank;2009;23;2;;1
Neubauer, Harald;2009;2;9;;10
Neubert, Ronny;2009;;9;162;10
Neudorfer, Reinhard;2009;;6;265;15
Neuenhaus, Manfred;2009;54;5;108;9
Neufeld, Thomas;2009;6;9;;16
Neugebauer, Volkmar;2009;6;9;;7
Neuhaus, Dr. Hans-Peter;2009;;4;149;9
Neuhäuser, Rosel;2009;15;6;191;12
Neumann, Bernd;2009;;9;26;4
Neumann, Bernd Otto;2009;1;2;54;5
Neumann, Gisela;2009;2;8;210;13
Neumann, Prof. Dr. Martin;2009;2;5;64;6
Neumann, Rainer;2009;6;2;56;6
Neumann, Ronald;2009;;9;209;13
Neumann, Ute Vibeke;2009;;19;45;4
Neumann, Volker;2009;28;1;38;4
Neumer, Rainer Johannes;2009;21;2;;10
Neuner, Albert;2009;49;5;235;14
Neuschwander, Thomas;2009;3;14;;16
Ngo, Phu-Hai;2009;;4;52;4
Nickel, Margarete;2009;1;14;;13
Nickel, Otto Lothar;2009;8;14;;13
Nicklis, Gabriele Monika Karin;2009;2;12;;13
Niebel, Dirk;2009;2;5;275;15
Niedermeier, Markus Paul;2009;47;1;;14
Niestroj, Niels;2009;9;6;;1
Nietan, Dietmar;2009;25;1;91;9
Niggemann, Werner;2009;6;22;;3
Nikolai, Andre;2009;5;15;260;15
Nikoleit, Frank;2009;33;6;;4
Nissen, Artur Ludwig;2009;;9;1;1
Nissen, Ulrike;2009;15;1;184;11
Nissler, Frank-Rainer;2009;;9;100;9
Nitz, Inga;2009;11;6;;5
Nitzsche, Henry;2009;;2;156;10
Noack, Rene Hans Joachim;2009;20;15;;14
Noelte, Dagmar;2009;15;11;;8
Noelte, Dieter;2009;4;11;;8
Noffke, Franz Gerhard;2009;6;8;;14
Noffz, Karl Heinrich;2009;6;14;;15
Noll, Michaela;2009;18;2;105;9
Nolte, Claudia;2009;4;2;193;12
Nolte, Hermann Friedrich;2009;7;22;;9
Nolte, Leonore;2009;4;11;;6
Nomayo, Luise;2009;;6;236;14
Nooke, Günter;2009;;2;77;8
Notz von, Dr. Konstantin;2009;;4;10;1
Nouripour, Omid;2009;6;4;177;11
Nowak, Hannelore;2009;7;19;;10
Nowak, Helmut;2009;43;2;102;9
Nowak, Sieglinde;2009;2;14;;9
Nowotny, Dr. Hannedore;2009;36;1;247;14
Nuphaus, Ludger;2009;11;4;203;13
Nürnberger, Peter Willi;2009;18;9;;10
Nüßlein, Dr. Georg;2009;;3;256;14
Ober, Dr. Erika;2009;11;1;188;11
Obereiner, Jörg Otto;2009;;4;139;9
Oberhausen, Volker;2009;23;2;;16
Oberlack, Dr. Hans Günther;2009;;5;58;6
Oberlercher, Dr. Reinhold;2009;;9;250;14
Obermeier, Franz;2009;;3;216;14
Obermeier, Josef;2009;;6;224;14
Obladen, Philipp;2009;24;4;91;9
Obser, Karl-Heinz;2009;;27;154;10
Obst, Holger;2009;15;2;;12
Odenbach, Peter;2009;;12;289;15
Oelke, Kay;2009;6;9;9;1
Oettler, Frank;2009;3;22;73;7
Ohse, Michael;2009;;6;52;4
Okolisan, Manuel;2009;29;5;262;15
Olano de, Daniel Andres;2009;5;5;;5
Oldenburg, Christel;2009;5;1;;3
Oldenburg, Heinrich;2009;10;14;135;9
Oldenburg, Wolfgang;2009;27;11;;9
Olivier, Yvonne Marianne;2009;20;2;;10
Ollert, Ralf Günther Josef;2009;1;9;246;14
Onken, Elke Karin;2009;2;11;;5
Onken, Hans-Peter Gustav Karl;2009;1;11;;5
Oppermann, Thomas;2009;13;1;53;4
Optendrenk, Marcus;2009;63;2;;9
Orlowski, Anna-Lena;2009;;6;141;9
Ortel, Holger;2009;20;1;29;4
Osmers, Willibrord;2009;;9;109;9
Ossenkopp, Stephan Kemal;2009;17;15;162;10
Oßwald-Stößlein, Melanie;2009;27;3;;14
Ostendorff, Friedrich;2009;12;4;145;9
Oster, Dominique;2009;4;18;;9
Ostertag, Olaf Michael;2009;12;6;;8
Osthoff von, Marc;2009;33;2;;4
Ostrowicki, Julia;2009;41;1;;11
Oswald, Eduard;2009;11;3;254;14
Ott, Werner Josef;2009;31;5;236;14
Otte, Christian;2009;8;17;;9
Otte, Henning;2009;19;2;44;4
Otte, Reinhard Walter;2009;;6;137;9
Otten, Rene;2009;63;5;89;9
Ottmar, Matthias;2009;6;8;;11
Otto, Birgit;2009;29;2;;11
Otto, Christian;2009;10;4;175;11
Otto, Hans-Joachim;2009;4;5;183;11
Oyan, Adil;2009;10;4;224;14
Paasch, Dirk;2009;;6;118;9
Paech, Norman;2009;1;6;;3
Pagel, Katharina;2009;1;15;;4
Pähle, Katja;2009;9;1;;7
Pajewski, Horst;2009;;12;137;9
Palten, Michael Hans Wilhelm;2009;9;12;;10
Pamatat, Adolf Robert;2009;3;17;;9
Pamatat, Andrea;2009;6;17;;9
Panetta, Rodolfo;2009;9;8;;15
Papaspyratos, Constantin;2009;8;5;;1
Parbs, Eva;2009;7;5;;3
Parlovic, Vladimir;2009;5;11;;4
Parlow, Irina;2009;7;6;;2
Parr, Detlef;2009;10;5;106;9
Partsch, Jochen;2009;;4;187;11
Päßler, Eveline;2009;12;2;;16
Pathe, Emil;2009;2;11;;11
Pau, Petra;2009;2;6;86;8
Paul, Florian;2009;12;6;228;14
Paul, Karl-Ulrich;2009;25;2;;13
Paul, Knut Karl Ernst;2009;9;2;63;6
Paul, Matthias;2009;;9;161;10
Paula, Heinz;2009;13;1;253;14
Paulsen, Hartmut;2009;52;1;;11
Paulus, Dana;2009;;9;248;14
Paulus, Martin;2009;22;9;243;14
Paulus, Michael;2009;24;9;247;14
Pauly, Rose-Felicitas;2009;;5;20;3
Paun, Christopher;2009;6;5;84;8
Paus, Elisabeth;2009;7;4;79;8
Paus, Erich;2009;;32;179;11
Pawel, Andreas;2009;;5;68;7
Pawelski, Rita;2009;9;2;41;4
Pawlak, Peter;2009;;6;172;11
Pawlowitz, Rolf;2009;;9;96;9
Paziorek, Dr. Peter Paul;2009;;2;131;9
Pecha, Alfred;2009;28;5;226;14
Pechmann, Herbert;2009;17;5;206;13
Peddinghaus, Dirk;2009;21;1;;1
Peeger, Marlies;2009;11;6;;2
Pehlke, Dr. Michael;2009;52;5;127;9
Pelzer, Frank Matthias;2009;20;1;;7
Pentz von, Hannes;2009;1;22;;4
Perschl, Josef;2009;25;15;;14
Peschel, Klaus;2009;7;4;65;6
Peschke, Günter;2009;16;8;;14
Peters, Boris;2009;11;9;;10
Peters, Dr. Tim;2009;12;2;;8
Peters, Fabian;2009;;4;43;4
Peters, Frank;2009;10;4;;13
Peters, Peter;2009;;6;105;9
Peters, Susanne;2009;13;14;;9
Petersen, Jörg;2009;;5;1;1
Petersik, Manfred;2009;4;22;;10
Petig, Jörg;2009;9;15;87;8
Petri, Klaus;2009;2;9;;13
Petry, Christian;2009;21;1;;16
Petters, Andreas;2009;7;2;13;2
Petzold, Ingrid Gertraude Frieda;2009;14;2;;10
Petzold, Ulrich;2009;4;2;71;7
Petzold, Winfried Dietmar Konrad;2009;3;9;164;10
Pfaffenberger, Arno;2009;;6;241;14
Pfeffermann, Rainer;2009;35;1;;11
Pfeiffer, Berthold;2009;;6;188;11
Pfeiffer, Dr. Joachim;2009;;2;265;15
Pfeiffer, Prof. Dr. Thomas;2009;33;2;;11
Pfeiffer, Sibylle;2009;6;2;174;11
Pfirrmann, Karlheinz;2009;;9;213;13
Pfisterer, Gerhard;2009;5;22;143;9
Pflug, Johannes;2009;61;1;117;9
Pflüger, Dr. Friedbert;2009;1;2;42;4
Pförtner, Marc;2009;12;23;;3
Pfützner, Annegret;2009;;4;44;4
Philipp, Beatrix;2009;21;2;108;9
Philipp, Marcel;2009;39;2;88;9
Philipp-Schwöbel, Claudia;2009;42;2;;15
Pichotta, Michael;2009;10;15;;11
Pickart, Dr. Volker;2009;24;2;29;4
Picker, Rolf-Jürgen;2009;58;3;;14
Pieper, Cornelia;2009;1;5;73;7
Pieschke, Wolfgang;2009;26;2;;10
Pietsch, Adrian Karsten;2009;16;6;193;12
Pietsch, Britta;2009;17;6;;9
Pietsch, Toni (Herbert);2009;6;11;;14
Pietzko, Georg;2009;6;12;;9
Piltz, Gisela;2009;2;5;107;9
Pinkawa, Jörg;2009;12;15;82;8
Pitsch, Christoph;2009;6;5;205;13
Pitz, Annette;2009;11;14;;15
Pitz, Dr. Volker;2009;1;14;;15
Plank, Dr. Susanne;2009;36;3;;14
Platen von, Dr. Kristof;2009;7;5;62;6
Plein, Karin;2009;20;2;;13
Plum, Michael;2009;;6;213;13
Pofalla, Ronald;2009;4;2;113;9
Pohl, Gerhard;2009;7;17;;9
Pohl, Markus;2009;;9;131;9
Pohl, Matthias;2009;;9;129;9
Pohl, Timo;2009;40;5;240;14
Pohlmann, Dirk;2009;39;2;;11
Pohlmann, Wolfgang;2009;6;8;;9
Pohlplatz, Friedrich;2009;19;11;;9
Polenz, Ruprecht;2009;11;2;130;9
Pollern von, Dr. Hans-Ingo;2009;64;2;;15
Pommerenke, Herbert;2009;7;11;;15
Pomper, Waltraud;2009;1;13;;14
Poreski, Thomas;2009;18;4;290;15
Pöschl, Torsten;2009;19;1;;1
Poß, Joachim;2009;58;1;124;9
Pothmer, Brigitte;2009;1;4;48;4
Potthoff, Jörn-Herbert;2009;15;22;;9
Pradel, Timo;2009;10;9;151;9
Pranghofer, Karin;2009;38;1;248;14
Preisner, Romuald;2009;;9;288;15
Presch, Dirk Friedrich;2009;69;1;;9
Preuß, Claus-Dieter;2009;;23;111;9
Preuß, Friedrich;2009;;9;51;4
Pries, Christoph;2009;23;1;127;9
Priesmeier, Dr. Wilhelm;2009;26;1;52;4
Primus, Peter;2009;19;5;33;4
Probst, Christopher;2009;11;5;210;13
Prockl, Franz;2009;36;5;232;14
Pronold, Florian;2009;7;1;231;14
Protze-Lindner, Frank;2009;;6;159;10
Prüll, Friederike;2009;5;10;;11
Pusch, Alexander;2009;1;15;;9
Püschel, Reinhard;2009;10;6;;15
Putz, Jolanthe Magarete Antonia;2009;11;6;;14
Pütz, Lasse;2009;60;1;101;9
Quebbemann, Andreas Lars;2009;45;2;;4
Quick, Lothar;2009;49;1;;11
Raab, Daniela;2009;;3;224;14
Raabe, Dr. Sascha;2009;14;1;181;11
Raabe, Michaela Irene Renate;2009;14;1;;7
Rabanus, Martin;2009;19;1;179;11
Rabiega, Karl;2009;15;15;;9
Rachel, Thomas;2009;13;2;91;9
Raderecht, Eva Christa;2009;1;19;;10
Raderecht, Jan;2009;3;19;;10
Radermacher, Birgitta;2009;87;2;;9
Radunski, Helmut Günter;2009;;9;3;1
Radziej, Knut;2009;17;4;;12
Raeder, Norbert;2009;1;11;;8
Raidel, Hans;2009;;3;255;14
Raimann, Elsa Erika;2009;6;19;;10
Rainer, Markus;2009;18;4;217;14
Rameil, Anne;2009;9;4;33;4
Ramelow, Bodo;2009;1;6;195;12
Ramsauer, Dr. Peter;2009;;3;226;14
Rank, Tina;2009;15;15;;10
Ranke, Julia;2009;34;2;;4
Rapps, Wolfgang Peter;2009;3;22;;13
Raschke, Marcel;2009;18;4;132;9
Rassek, Dr. Jan Ernest;2009;;5;274;15
Rathje-Hoffman, Katja;2009;19;2;;1
Ratzmann, Volker;2009;;4;85;8
Rauen, Peter Harald;2009;3;2;204;13
