Name;Jahr;Listenplatz;Partei;Wahlkreis;Bundesland
Ehrich, Janette;2009;9;6;;12
Ehrl, Regina;2009;;32;235;14
Ehrmann, Siegmund;2009;46;1;115;9
Ehrreich, Bernd;2009;2;9;299;16
Ehrstein, Monika;2009;4;6;;13
Ehses, Ingrid;2009;38;1;;11
Eichel, Hans;2009;2;1;170;11
Eichhorn, Falk;2009;7;2;197;12
Eichhorn, Maria;2009;3;3;234;14
Eichinger, Helmut;2009;2;15;234;14
Eickhoff, Martina;2009;44;1;;9
Eid, Dr. Ursula;2009;1;4;263;15
Eifler, Andreas;2009;1;22;197;12
Eigen, Helmut;2009;;6;144;9
Eigenfeld, Ulrich;2009;1;9;28;4
Eisel, Dr. Stephan;2009;35;2;97;9
Eisold, Klaus;2009;26;1;;13
Eitler, Michael Johannes;2009;1;12;166;10
Elbracht, Wilhelm;2009;;8;142;9
Elwing, Frederico;2009;15;6;;15
Emmerich, Marc;2009;13;23;;8
Engel, Stefan Klaus;2009;1;22;124;9
Engelhardt, Rainer;2009;48;1;;11
Engelmann, Peter Lutz;2009;28;5;103;9
Engelmann, Sebastian;2009;12;4;267;15
Engelmeier-Heite, Michaela;2009;47;1;100;9
Engel-Otto, Martina;2009;2;5;299;16
Engels, Horst-Jürgen;2009;1;25;;4
Engels, Rainer;2009;;9;101;9
Enkelmann, Dr. Dagmar;2009;2;6;59;6
Epping, Manfred;2009;;4;125;9
Erbach-Fürstenau Graf zu, Philipp;2009;41;2;;11
Erfurt, Gudrun Ursula;2009;15;6;;9
Erle, Clemens;2009;16;15;;10
Erler, Gernot;2009;4;1;282;15
Ermentraut, Christine;2009;17;6;;13
Ernst, Klaus;2009;1;6;251;14
Ernstberger, Petra;2009;6;1;240;14
Eroglu-Rack, Meral;2009;14;22;;9
Eschrich, Frank;2009;;6;212;13
Essen van, Jörg Ludwig;2009;3;5;146;9
Esser, Antje;2009;26;1;256;14
Etringer, Marion;2009;6;5;;16
Euskirchen, Wolfgang;2009;12;11;;9
Evers, Jens Peter;2009;7;14;;1
Evers, Patrick;2009;;5;282;15
Evers-Meyer, Karin;2009;4;1;27;4
Ewen, Adalbert;2009;20;2;;16
Ewert, Dr. Helga Magarete;2009;3;22;;2
Ewert, Monika;2009;4;8;;14
Eymer, Anke;2009;3;2;11;1
Faber, Michael;2009;16;6;93;9
Fabian, Dr. Hartmut;2009;7;11;;4
Fabian-Krause, Tobias;2009;;4;238;14
Fackler-Plump, Hannelore;2009;6;15;253;14
Faenger, Mauritz Jan;2009;43;5;144;9
Fahrenschon, Georg;2009;;3;223;14
Falk, Dr. Dieter;2009;51;1;;11
Falk, Ilse;2009;3;2;114;9
Falk, Peter;2009;25;1;217;14
Falke, Herbert;2009;22;4;137;9
Falke, Hermann-Josef;2009;74;1;;9
Faller, Daniela;2009;;5;203;13
Faßbach, Peter;2009;62;5;122;9
Faße, Annette;2009;27;1;30;4
Faust, Dr. Hans Georg;2009;17;2;52;4
Faust, Raimund;2009;18;8;;9
Fazio, Alfonso;2009;14;4;265;15
Fechner, Dr. Johannes;2009;29;1;284;15
Fehling, Thomas;2009;9;5;171;11
Feige, Dr. Klaus-Dieter;2009;9;4;;2
Feindt, Klaus Dieter;2009;35;1;;4
Felber, Konrad Kurt;2009;21;5;165;10
Feld, Klara;2009;2;14;;16
Feldmann, Dagmar;2009;6;14;;9
Felgner, Heidelinde Sylke Kerstin;2009;11;4;;2
Fell, Hans Josef;2009;2;4;249;14
Fellauer, Madeleine;2009;11;15;;9
Fellinger, Jutta;2009;17;1;;16
Fendt, Peter;2009;4;16;;14
Ferlemann, Enak;2009;8;2;30;4
Ferner, Elke;2009;2;1;296;16
Fernkorn, Leo;2009;19;14;;9
Fersoglu, Yavuz;2009;3;6;;3
Feuerstein, Dr. Stefan;2009;12;5;;8
Feyand, Volkhard;2009;8;9;;3
Feyen, Alexander;2009;13;9;255;14
Fickenwirth, Thomas;2009;37;5;215;14
Fickert, Ronald;2009;25;15;;10
Fiebig, Frank Hans Rudi;2009;8;6;;12
Fiedler, Klaus-Dieter;2009;2;25;;5
Fiedler, Thomas;2009;13;2;;10
Fiedler, Ulf;2009;;6;284;15
Figge, Marion;2009;8;9;169;11
Filippek, Josef;2009;;6;150;9
Fimmen, Elke;2009;1;15;;14
Fimmen, Klaus;2009;16;15;219;14
Finck-Hanebuth, Eva-Maria;2009;35;5;;11
Findeisen, Jochen;2009;;6;263;15
Fink, Prof. Dr. Heinrich;2009;6;6;;2
Finke, Karl;2009;38;1;;4
Fiolka-Dörpmund, Marion;2009;41;1;;4
Fischbach, Ingrid Marianne;2009;9;2;142;9
Fischer, Alexander;2009;52;3;;14
Fischer, Astrid;2009;9;6;;11
Fischer, Axel;2009;;2;273;15
Fischer, Christian;2009;22;15;;14
Fischer, Dietmar Andreas;2009;8;5;;10
Fischer, Dirk;2009;1;2;22;3
Fischer, Dr. Andreas;2009;20;5;;14
Fischer, Dr. Dietrich E.;2009;7;8;;9
Fischer, Dr. Petra;2009;14;5;38;4
Fischer, Hartwig;2009;10;2;53;4
Fischer, Joseph;2009;2;4;184;11
Fischer, Jürgen;2009;;5;163;10
Fischer, Karl-Heinz;2009;17;8;;9
Fischer, Marcus;2009;61;5;120;9
Fischer, Markus;2009;25;5;270;15
Fischer, Matthias;2009;;9;244;14
Fischer, Peter;2009;32;1;286;15
Fischer, Petra;2009;17;6;;10
Fischer, Ralf-Dieter;2009;6;2;24;3
Fischer, Sylvia;2009;8;5;;16
Fischer, Tino;2009;9;19;;10
Fischer, Werner;2009;;31;258;14
Fischer-Schäfer, Matthias;2009;10;5;;10
Fischinger, Jürgen;2009;;9;284;15
Flach, Ulrike;2009;6;5;119;9
Flachsbarth, Dr. Maria Franziska;2009;6;2;47;4
Flauger, Kreszentia;2009;4;6;29;4
Fleck, Dr. Helmut;2009;1;18;98;9
Fleig, Nanette;2009;18;23;;8
Fleischer, Dr. Herbert;2009;23;5;;13
Fleischer, Matthias;2009;;4;241;14
Flemming, Lorenz;2009;9;5;;3
Flöge, Holger;2009;17;5;45;4
Flosbach, Klaus-Peter;2009;32;2;100;9
Flug, Stephan;2009;;9;149;9
Focke, Ansgar-Bernhard;2009;35;2;;4
Fockenbrock, Heinrich;2009;16;5;46;4
Fograscher, Gabriele;2009;8;1;255;14
Forbrig, Keven Christian;2009;13;1;;12
Fornahl, Rainer;2009;6;1;153;10
Forst, Anita Brigitta;2009;3;13;;5
Förster, Bert-Rüdiger;2009;2;8;;11
Forster, Hans Walter Wilfried;2009;32;1;;4
Förster, Heinrich Fritz Paul;2009;;9;10;1
Förster, Jürgen;2009;;12;26;4
Foß, Jürgen;2009;1;10;149;9
Fostiropoulos, Niko;2009;;6;273;15
Föttinger, Verena;2009;2;14;286;15
Frank, Markus;2009;22;2;183;11
Franke, Anne;2009;15;4;225;14
Franke, Barbara;2009;17;15;;8
Franke, Eckhard;2009;10;22;;8
Franke, Holger;2009;3;5;69;7
Frankenhauser, Herbert;2009;18;3;220;14
Franke-Polz, Tobias;2009;12;4;;12
Frankiewitsch, Elrika;2009;12;11;;4
Franz, Frank;2009;1;9;;16
Franz, Markus;2009;14;2;;16
Frechen, Gabriele;2009;39;1;92;9
Freemann, Katrin;2009;7;5;;5
Freese, Wolfgang;2009;4;4;56;6
Freitag, Dagmar;2009;19;1;151;9
Frenck, Tommy;2009;11;9;;12
Frenne de, Axel;2009;;4;283;15
Frenzel, Rene;2009;8;8;;10
Frese, Heinz Knut;2009;22;11;;9
Frese, Monika;2009;23;11;;9
Freudenberger, Erich;2009;2;12;250;14
Freund, Wolfgang;2009;;9;278;15
Frey, Dr. Gerhard;2009;1;9;;9
Freye, Wolfgang;2009;8;6;121;9
Fricke, Otto;2009;7;5;111;9
Fricke, Sebastian David;2009;4;4;6;1
Fricke, Silke Katrin;2009;3;5;;5
Fricker, Sabine;2009;1;22;296;16
Frieden, Dr. Karl-Heinz;2009;21;2;;13
Friedhoff, Paul Klemens;2009;9;5;113;9
Friedl, Patrick;2009;;4;252;14
Friedrich, Dr. Hans-Peter;2009;13;3;240;14
Friedrich, Horst;2009;2;5;238;14
Friedrich, Lilo;2009;32;1;105;9
Friedrich, Peter;2009;13;1;288;15
Frieg, Andreas Benny;2009;10;6;;1
Frigger, Urs Fabian;2009;50;5;;9
Frister, Jörg;2009;15;5;;13
Fritsch, Stephanie Christina;2009;13;1;159;10
Frittrang, Gabriel;2009;44;2;;15
Fritz, Andreas;2009;18;9;;9
Fritz, Erich G.;2009;14;2;144;9
Fritzen, Maria-Elisabeth;2009;;4;9;1
Fritzsche, Olga;2009;12;6;;3
Froehlich, Ulrich;2009;44;2;;11
Fröhlich, Irene;2009;;4;2;1
Fröhlich, Jakobus;2009;1;22;;1
Frohn, Christa Maria;2009;;6;90;9
Frohn, Gunnar;2009;2;12;;4
Fromme, Jochen-Konrad;2009;11;2;49;4
Fuchs, Anne;2009;2;22;141;9
Fuchs, Dr. Jörgen;2009;;4;17;2
Fuchs, Dr. Michael;2009;13;2;201;13
Fuchs, Klaus;2009;11;22;71;7
Fuchtel, Hans-Joachim;2009;;2;281;15
Fülberth-Sperling, Georg;2009;14;6;;11
Fulda, Hendrik;2009;3;4;18;2
Funke, Eberhard;2009;32;2;;4
Fürkötter, Karin;2009;80;1;;9
Füßmann, Klaus-Wilhelm;2009;;5;142;9
Gabbe, Hans Harald;2009;8;6;65;6
Gabler, Peter;2009;28;2;;11
Gabler, Thomas;2009;42;3;;14
Gabriel, Sigmar;2009;5;1;49;4
Gabriel, Udo;2009;;6;146;9
Gädechens, Ingo;2009;8;2;9;1
Gaede, Helmut;2009;13;12;;14
Gafus, Dr. Georg;2009;;4;214;14
Gahler, Dr. Wolfgang;2009;;32;71;7
Gaisenkersting, Hans Dietmar;2009;1;24;;9
Gaiser, Christian;2009;39;2;;15
Galeazzi-Szymczakowski, Karl-Heinz;2009;;9;201;13
Galle, Ronald;2009;4;15;161;10
Gallois, Dr. Franz-Peter;2009;34;2;;13
Gambke, Dr. Thomas;2009;8;4;229;14
Gansel, Jürgen Werner;2009;;9;152;10
Garbe, Marc-Stephan;2009;;31;78;8
Garczyk, Elke;2009;51;3;;14
Garnschröder, Monika Maria;2009;4;13;;5
Gärtner, Gabriele;2009;12;22;104;9
Gärtner, Johann;2009;1;8;;14
Gärtner-Engel, Monika;2009;1;22;;15
Gärtner-Scholl, Renate;2009;13;11;;15
Gärttner, Siegfried;2009;5;9;267;15
Gässl, Bernhard;2009;10;5;;13
Gatzke, Melanie Katharina;2009;13;15;220;14
Gatzke, Michael;2009;;32;70;7
Gatzke, Ursula Martha;2009;2;22;;5
Gauderer, Ulrike;2009;9;4;183;11
Gaudlitz, Marion;2009;13;2;;1
Gauger, Reiner;2009;32;2;;15
Gaul, Sonja;2009;42;1;216;14
Gauweiler, Dr. Peter;2009;;3;221;14
Gebhardt, Herbert Alexander;2009;13;14;;15
Gebuhr, Stefan;2009;15;6;;14
Geffken, Dr. Rolf;2009;;6;30;4
Gehb, Dr. Jürgen;2009;11;2;170;11
Gehl, Alexander;2009;;12;226;14
Gehrcke-Reymann, Wolfgang;2009;1;6;184;11
Gehring, Kai Boris;2009;8;4;121;9
Gehring, Thomas;2009;30;4;257;14
Geiger, Nikolaus;2009;9;14;;15
Geis, Norbert;2009;;3;248;14
Geisen, Dr. Edmund Peter;2009;4;5;;13
Geisler, Helmuth Michael;2009;76;1;;9
Geissler, Lola;2009;6;13;;14
Gellekum, Robert;2009;5;11;;14
Gemke, Thomas;2009;44;2;151;9
Gennburg, Katalin;2009;9;6;;6
Gensert, Rolf-Adam;2009;;6;186;11
Gent, Günter;2009;;6;283;15
Genthe, Dr. Marco;2009;27;5;34;4
Georgi, Ullrich-Eberhardt;2009;;6;149;9
Georgii, Harald;2009;31;1;294;15
Georgion, Gabriele;2009;4;22;;5
Gerdes, Holger;2009;40;6;;4
Gerdes, Jürgen;2009;33;5;289;15
Gerdsen, Heinz;2009;10;5;57;6
Gerdung, Rainer;2009;2;7;67;7
Gerhardt, Dr. Wolfgang;2009;1;5;177;11
Gerharz, Lucia;2009;7;10;;11
Gerlach, Jürgen;2009;1;10;;11
Gerlach, Thomas;2009;47;2;;11
Gerritzen-Dahlmann, Brigitta Maria;2009;7;11;;9
Gersch, Kai;2009;8;5;79;8
Gerster, Martin;2009;20;1;293;15
Gessinger, Prof. Dr. Joachim;2009;2;4;61;6
Gewalt, Roland;2009;6;2;87;8
Gharibian, Andreas-Otto;2009;;5;66;7
Gibbels, Hans;2009;9;5;;2
Giegengack, Annekathrin;2009;7;4;164;10
Gielnik, Michael;2009;8;9;;2
Gienger, Eberhard;2009;;2;267;15
Giermann, Rita;2009;4;22;;3
Giese, Herta-Margarete;2009;1;10;;4
Gilles, Horst;2009;3;25;;4
Gill-Gers, Alexandra Isabel;2009;19;1;;13
Ginsberg, Werner;2009;6;12;199;13
Girnus, Dagmar;2009;3;10;;4
Gisart, Gero;2009;65;2;;9
Giza, Andreas;2009;6;22;;4
Glaser, Stephan;2009;;6;240;14
Gläßel, Joachim Artur;2009;;9;123;9
Gleicke, Iris;2009;1;1;198;12
Gliemann, Hartmut Werner;2009;19;9;;10
Glock, Florian;2009;30;5;;13
Gloede-Noweck, Christian Thomas;2009;12;6;;5
Glos, Michael;2009;2;3;251;14
Gloser, Günter;2009;9;1;245;14
Gmelch, Therese;2009;5;22;;14
Gnant, Maria Lucia Barbara;2009;28;2;;10
Göbeke-Teichert, Stephan;2009;23;9;;14
Göbel, Ralf;2009;11;2;213;13
Gobsch, Helmut;2009;;32;73;7
Gockel, Eva Maria;2009;17;14;138;9
Goebel, Dr. Karl-Heinrich;2009;5;9;23;3
Goepel, Johannes;2009;7;12;;9
Goertz, Ralf Leonard;2009;2;8;;9
Goetsch, Christa;2009;;4;20;3
Gögge, Rene;2009;5;4;15;2
Göhler, Karel;2009;5;22;;10
Göhner, Dr. Reinhard;2009;8;2;134;9
Göhner-Feller, Angelika;2009;9;22;265;15
Göhring, Uwe;2009;4;11;260;15
Goiny, Christian;2009;13;2;;8
Goldberg, Michael;2009;;6;258;14
Goldenbogen, Dr. Sigurd Heinz;2009;26;6;;10
Goldmann, Hans-Michael;2009;3;5;26;4
Göldner, Fritz;2009;6;12;;14
Goldsche, Harald;2009;9;12;;4
Goldstein, Ulrike Corinna;2009;19;4;220;14
Göller, Carsten;2009;20;1;;13
Göllner, Uwe;2009;35;1;98;9
Golze, Diana;2009;3;6;60;6
Gömleksiz, Kamil;2009;16;6;;4
Gonder, Axel;2009;;6;113;9
Gondro, Ingo;2009;13;2;;7
Göppel, Josef;2009;;3;242;14
Gorges, Markus;2009;6;2;68;7
Göring-Eckardt, Katrin;2009;1;4;194;12
Gorkom van, Manfred;2009;;9;226;14
Görmann, Horst;2009;1;9;55;5
Görtzen, Dr. Jens;2009;;9;4;1
Gotthardt, Frank;2009;15;2;173;11
Göttling, Mario;2009;4;5;56;6
Götz, Alexander;2009;12;1;;8
Götz, Peter;2009;57;3;;14
Götz, Peter;2009;;2;274;15
Götz, Thomas;2009;26;2;;13
Götze, Marco;2009;16;6;;10
Götzer, Dr. Wolfgang;2009;;3;229;14
Grabert, Detlef;2009;9;5;59;6
Grabs, Friedemann;2009;8;12;;4
Gradistanac, Renate;2009;14;1;281;15
Graeßner, Edeltraut;2009;61;1;;4
Graf, Angelika;2009;10;1;224;14
Graf, Petra;2009;37;2;;4
Gräfe, Melanie;2009;8;11;;9
Graichen, Andreas;2009;;4;226;14
Granold, Ute;2009;9;2;207;13
Granser, Bruno;2009;13;8;;15
Grasedieck, Dieter;2009;48;1;126;9
Gräßer, Dr. Ingeborg;2009;3;10;140;9
Gratzke, Denis;2009;17;9;;7
Graue, Patrick Oliver;2009;44;2;;4
Gravius, Norbert;2009;9;23;;8
Grebe, Stefan Matthias;2009;;9;216;14
Greeb, Christian;2009;;9;199;13
Grehn, Dr. Klaus Willy;2009;;6;156;10
Greilich, Annette;2009;39;5;;11
Gretter, Bernhard;2009;3;14;279;15
Griebel, Christian;2009;5;5;60;6
Griefahn, Monika;2009;12;1;36;4
Griesbaum, Joachim;2009;4;22;;1
Griese, Dr. Thomas Andreas;2009;;4;88;9
Griese, Kerstin;2009;8;1;106;9
Grieser, Dennis;2009;;4;189;11
Grill, Kurt-Dieter;2009;23;2;37;4
Grindel, Reinhard;2009;16;2;35;4
Groeneveld, Uwe;2009;30;6;99;9
Gröhe, Hermann;2009;20;2;109;9
Grohganz, Raphael;2009;43;2;;11
Groll, Franz;2009;9;6;;15
Groneberg, Gabriele;2009;9;1;33;4
Gröner, Friedrich;2009;7;15;;15
Grönninger, Hannes;2009;;4;254;14
Gronow, Elke;2009;19;6;;9
Gross, Werner;2009;4;11;;16
Große Verspohl, Michael;2009;17;5;128;9
Grosse-Brömer, Michael;2009;7;2;36;4
Grosser, Lüder;2009;10;15;;15
Großmann, Achim;2009;7;1;89;9
Großmann, Christo;2009;2;20;84;8
Grotthaus, Wolfgang;2009;59;1;118;9
Grübel, Markus;2009;;2;262;15
Gruber, Walter;2009;;6;49;4
Grüger, Stephan;2009;34;1;;11
Gruhn, Domenico;2009;;4;158;10
Grund, Joachim;2009;10;11;;8
Grund, Manfred;2009;1;2;190;12
Grundl, Erhard;2009;;4;232;14
Grüner, Bruno Hans;2009;15;8;;14
Grüning, Peter Richard;2009;2;8;;10
Grupe, Alexander;2009;4;23;;3
Grütters, Prof. Monika;2009;1;2;86;8
Gudat, Helmut Peter;2009;;9;90;9
Gudd, Margot;2009;3;6;;13
Guderian, Sascha;2009;;9;103;9
Gül, Ali Murat;2009;8;6;;15
Gundelach, Käthemarie;2009;23;2;;13
Gunder, Siegfried;2009;8;11;;8
Gunkel, Christian;2009;;4;98;9
Gunkel, Wolfgang Michael;2009;5;1;157;10
Günter, Andreas;2009;8;6;;8
Günther, Dr. Kristin;2009;;4;298;16
Günther, Joachim;2009;1;5;168;10
Günther, Katja Luise;2009;11;4;;1
Günther, Ursula Christa;2009;;6;248;14
Güssgen, Achim;2009;14;5;178;11
Gutjahr-Löser, Dr. Peter;2009;9;5;153;10
Gutsche, Hermann Josef Andreas;2009;;9;5;1
Gutte, Olaf;2009;;9;264;15
Guttenberg Freiherr von und zu, Karl-Theodor;2009;;3;241;14
Gutting, Olav;2009;;2;279;15
Güven, Bülent;2009;11;1;;3
Guzikowski, Ursula;2009;3;21;;6
Gyarmati, Johannes Emanuel;2009;;6;162;10
Gysi, Dr. Gregor;2009;1;6;85;8
Haas, Bodo Walter;2009;3;11;;2
Haas, Karl-Wilhelm;2009;14;15;;14
Haase, Karin Edeltrud;2009;15;9;;10
Haase, Stephan;2009;3;9;150;9
Habibi, Massoud;2009;19;2;;13
Hach, Gottfried;2009;7;6;;16
Hacker, Hans-Joachim;2009;1;1;13;2
Hadeler, Kristina;2009;;6;246;14
Haemer, Günter;2009;1;8;173;11
Haese, Peter;2009;;9;231;14
Hafner, Till Georg;2009;6;4;;12
Häge, Karin;2009;5;15;;4
Häge, Klaus-Dieter;2009;3;15;;4
Hagedorn, Angelika;2009;18;14;;9
Hagedorn, Bettina;2009;2;1;9;1
Hagemann, Dr. Sven;2009;;4;49;4
Hagemann, Klaus;2009;3;1;208;13
Hähle, Andreas;2009;20;6;;12
Hahn, Frank;2009;1;15;81;8
Hahn, Monika;2009;4;15;80;8
Hähnel, Jörg;2009;3;9;77;8
Hähnel, Norbert;2009;12;23;84;8
Hahnemann, Dr. Roland;2009;;6;197;12
Hähner, Andrea Sibylle;2009;3;22;;1
Haibach, Holger-Heinrich;2009;18;2;177;11
Hajduk, Anja;2009;2;4;22;3
Halfpape, Mathias;2009;2;23;;3
Halke, Evelin-Gisela;2009;13;15;;8
Haller, Ingo;2009;16;9;91;9
Haller, Rudolf;2009;51;2;126;9
Haltmair, Willibald;2009;8;8;;14
Haltt, Felix;2009;40;5;141;9
Hamann, Sigrid;2009;16;11;;9
Hamm, Roland;2009;;6;271;15
Hammann, Andrea;2009;55;1;;4
Hammel, Dr. Manfred;2009;4;6;259;15
Hammer, Helga Ingrid-Gerda;2009;40;2;;13
Hämmerling, Claudia;2009;5;4;87;8
Hammerschmitt, Stefanie;2009;16;2;;16
Händel, Thomas Franz;2009;;6;244;14
Hanisch, Andrew;2009;11;9;;8
Hanke, Hans-Joachim;2009;2;17;;9
Hanke, Tim;2009;22;2;;1
Hannemann, Björn;2009;51;2;;15
Hannemann, Kerstin;2009;6;5;;6
Hannken, Dr. Catrin;2009;4;2;;5
Hänsch, Lothar;2009;5;5;;3
Hänsel, Heike;2009;2;6;291;15
Hansen, Fred Josef;2009;;4;150;9
Hanstein, Thekla Ernestine Alexandra Anna;2009;5;13;;5
Hanta, Michael;2009;27;2;;10
Hantusch, Thomas;2009;;9;175;11
Happach-Kasan, Dr. Christel;2009;2;5;10;1
Happel, Josef;2009;;26;188;11
Haraszti, Tibor;2009;3;8;78;8
Hardel, Jens;2009;23;4;;12
Harder, Ulrich;2009;3;9;19;3
Hardt, Jürgen;2009;62;2;;9
Hareter, Ferdinand;2009;;6;181;11
Harf, Oliver;2009;13;9;88;9
Härle, Armin;2009;10;11;;15
Härle, Siegfried;2009;;9;293;15
Harris, Karina;2009;5;13;;8
Hartdegen, Dieter;2009;;6;215;14
Hartenbach, Alfred;2009;17;1;169;11
Hartenfels, Andreas;2009;;4;211;13
Hartenstein, Ulrich;2009;3;5;65;6
Hartmann, Alexander;2009;3;15;180;11
Hartmann, Andreas;2009;12;14;;9
Hartmann, Angela;2009;13;2;;16
Hartmann, Gisela;2009;7;4;;12
Hartmann, Maria;2009;3;14;;9
Hartmann, Mathilde;2009;48;3;;14
Hartmann, Michael;2009;9;1;207;13
Hartmann, Steffen;2009;5;9;;7
Hartwig, Hans-Georg;2009;46;6;;4
Harzer, Steffen;2009;;6;198;12
Häse, Jenny;2009;11;15;;10
Hasenjäger, Agnes;2009;9;6;;4
Hasse, Jana;2009;12;4;;2
Hasselfeldt, Gerda;2009;9;3;217;14
Haßelmann, Britta;2009;3;4;133;9
Hastedt, Dieter Manfred;2009;10;4;;10
Haubold, Werner Michael;2009;13;8;;10
Hauck, Marc Rene;2009;35;5;;13
Hauck, Norbert;2009;1;8;;13
Hauer, Nina;2009;8;1;178;11
Hauffen, Helmut;2009;23;5;;10
Haug, Stefan;2009;24;4;231;14
Haupt, Klaus Dieter;2009;;5;156;10
Hauschild, Mike;2009;6;5;158;10
Hauser, Christian;2009;1;12;;2
Häusling, Hermann;2009;;4;172;11
Haußdörfer, Ellen;2009;11;1;;8
Haustein, Heinz-Peter;2009;3;5;162;10
Haveman, Bastiaan Wouter;2009;;4;271;15
Haye de la, Robert;2009;;4;99;9
Hebenthal, Carsten;2009;22;1;;16
Hechler, Katrin;2009;26;1;;11
Hecht, Nina;2009;21;4;250;14
Heckens, Manfred;2009;38;2;;13
Hecker, Susanne;2009;3;22;;6
Hegemann, Moritz;2009;;4;128;9
Hegendörfer, Brigitte;2009;47;3;;14
Hehl, Christian Rolf;2009;8;9;;13
Heidemann, Klaus-Dieter;2009;3;5;;2
Heider, Robert;2009;32;6;;4
Heider, Stefan;2009;;6;214;14
Heiderich, Helmut;2009;13;2;171;11
Heidsiek, Bernhard;2009;2;12;;9
Heiermann, Astrid Lydia;2009;29;6;;9
Heike, Anny;2009;5;6;;14
Heil, Hubertus;2009;15;1;45;4
Heilemann, Martin;2009;8;6;;4
Heilmann, Lutz Eberhard;2009;1;6;;1
Heim, Dieter;2009;4;5;298;16
Hein, Dr. Rosemarie;2009;7;6;70;7
Heinekamp, Tobias;2009;;9;138;9
Heineke, Heinrich;2009;58;5;138;9
Heinen, Alexandra;2009;15;2;;16
Heinen, Reiner Alfons;2009;16;9;;4
Heinen, Ursula;2009;6;2;94;9
Heinlein, Frank;2009;5;20;83;8
Heinlein-Zischgl, Waltraud;2009;29;4;;14
Heinold, Monika;2009;3;4;8;1
Heinrich, Ralf;2009;18;15;;14
Heinrich, Ulrich;2009;21;5;269;15
Heinrici, Christian;2009;;28;96;9
Heins, Dr. Christine;2009;21;2;;1
Heintel, Marcus;2009;13;1;202;13
Heinz, Antje Simone;2009;7;8;;10
Heinz, Mario;2009;1;8;167;10
Heinze, Dr. Thorsten;2009;42;1;;4
Heinze, Robert;2009;53;5;123;9
Heinzel, Kerstin Elisabeth Christa;2009;9;6;;2
Heinzmann, Axel;2009;;9;290;15
Heinzmann, Michael;2009;3;12;213;13
Heise, Gabriele;2009;3;5;77;8
Heise, Thorsten;2009;4;9;190;12
Heising, Christian;2009;19;9;39;4
Heiske, Thomas;2009;55;5;114;9
Heiß, Michael;2009;28;9;242;14
Heitland, Birgit;2009;51;2;;11
Held, Marcus Robert Georg;2009;25;1;;13
Held, Uwe;2009;1;11;259;15
Held, Uwe;2009;33;2;;15
Helfer, Martin;2009;;32;254;14
Hell, Anke;2009;14;1;;16
Heller, Steffen;2009;5;8;;10
Heller, Uda Carmen Freia;2009;2;2;75;7
Helling, Andrea;2009;;6;129;9
Hellmich, Wofgang;2009;66;1;;9
Hellriegel, Ronnie;2009;;9;259;15
Hellrung, Burkhard;2009;5;7;;7
Helmer, Jan Peter;2009;33;3;;14
Hemker, Reinhold;2009;;1;129;9
Hempelmann, Rolf;2009;57;1;120;9
Hendricks, Dr. Barbara;2009;5;1;113;9
Hennig, Alfred;2009;5;9;;1
Hennig, Dr. Rigolf;2009;11;9;35;4
Hennig, Martin;2009;21;15;;14
Hennrich, Michael;2009;;2;263;15
Hens, Stephanie;2009;17;2;;13
Hentrop, Nora-Hendrike;2009;47;1;;4
Hentschel, Dirk-Justus;2009;15;2;;1
Henzler, Clemens;2009;36;2;;13
Herbert, Ernst-Albert;2009;23;22;;9
Herbig, Hans-Henry;2009;7;15;;10
Herbold, Manfred;2009;4;12;;13
Herbst, Sören Ulrich;2009;;4;69;7
Herkner, Johannes;2009;4;25;;4
Herlitizius, Bettina Margret;2009;11;4;;9
Hermann, Winfried;2009;6;4;291;15
Hermes, Sabine;2009;49;2;;4
Hermsdorf, Sonja Gabriele;2009;17;2;;10
Herrmann, Franz-Rudolf;2009;8;14;297;16
Herrmann, Gitta Christa;2009;10;8;;10
Herrmann, Helmut;2009;;9;154;10
Herrmann, Jürgen;2009;;2;137;9
Herrmann, Ralf;2009;;6;124;9
Hertel, Gabriele;2009;9;1;152;10
Hertel, Oliver;2009;8;20;;8
Hertel, Ulrich Konrad;2009;27;9;249;14
Herz, Manuel Simon;2009;;32;227;14
Herzog, Gustav;2009;5;1;211;13
Herzog, Kurt;2009;23;6;37;4
Herzog, Steffen;2009;14;9;;12
Heß, Petra;2009;3;1;193;12
Hesse, Klaus-Peter;2009;11;2;;3
Heßmann, Ralf;2009;11;1;2;1
Hettlich, Peter;2009;2;4;163;10
Heuchel, Gunther;2009;;6;125;9
Heusmann, Jens;2009;19;1;;7
Heydrich, Dr. Jürgen;2009;3;8;;9
Heynemann, Bernd Reinhold Gerhard;2009;3;2;69;7
Hildebrandt, Dr. Dietrich;2009;;4;278;15
Hildesheim, Wolfgang-Reiner;2009;12;2;;2
Hilger, Alfred;2009;39;1;;4
Hilgers, Bernhard;2009;;6;204;13
Hilker, Heiko;2009;;6;163;10
Hill, Hans-Kurt;2009;2;6;;16
Hiller-Ohm, Gabriele;2009;4;1;11;1
Hilsberg, Stephan;2009;5;1;65;6
Hinderberger, Christine;2009;31;2;;13
Hindrichs, Friedhold;2009;8;12;243;14
Hinke, Roland;2009;;31;224;14
Hinschberger, Horst;2009;3;5;;16
Hinsken, Ernst;2009;;3;232;14
Hintze, Peter;2009;7;2;103;9
Hinz, Martin;2009;;6;178;11
Hinz, Petra;2009;43;1;121;9
Hinz, Priska;2009;5;4;174;11
