Wahlkreis;SPD;CDU;FDP;DIELINKE;GRUENE;CSU;NPD;REP;FAMILIE;DieTierschutzpartei;PBC;MLPD;BueSo;BP;Volksabstimmung;ZENTRUM;ADM;DKP;DIEVIOLETTEN;oedp;PIRATEN;RRP;FreieUnion;Uebrige
540;37133;0;17346;9231;14054;80239;3835;0;0;0;0;0;0;0;0;0;0;0;0;3658;3248;0;0;692
541;32269;0;12736;8275;15036;60685;1596;0;1946;0;0;0;0;0;0;0;0;0;0;1686;0;0;0;281
542;44505;0;15361;13798;17109;76897;3551;0;0;0;0;0;0;0;0;0;0;0;0;0;4166;0;2042;0
543;41246;0;10652;10923;15043;48943;2320;0;0;0;0;187;0;0;0;0;0;0;0;0;4268;0;0;0
544;37159;0;10498;10794;10048;47519;3136;0;0;0;0;0;0;0;0;0;0;0;0;0;2653;1290;0;0
545;40464;0;18809;9610;16521;75280;3289;0;0;0;0;0;0;0;0;0;0;0;0;0;3205;1642;0;0
546;25143;0;15185;8072;22717;56491;2716;0;0;0;0;0;0;0;0;0;0;0;0;1841;0;0;0;0
547;28487;0;13592;13000;14723;85574;3305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;712
548;28659;0;12858;8817;13649;75542;1620;2230;0;0;921;0;0;0;0;0;0;0;0;0;0;0;0;0
549;27794;0;13713;14803;14598;66253;3029;0;0;0;0;0;0;2213;0;0;0;0;0;0;0;0;0;526
550;39055;0;17030;9334;21914;73800;2312;0;0;0;0;0;0;0;0;0;0;0;0;0;3659;0;0;742
551;26268;0;14638;9318;19708;56644;2038;0;0;0;0;230;177;1022;0;0;0;0;0;1621;0;1658;0;846
552;27427;0;20137;8264;15031;92508;2834;0;0;0;0;0;444;2552;0;0;0;0;0;2804;0;2539;0;0
553;20901;0;15337;8025;9962;69102;2549;0;0;0;0;0;0;2385;0;0;0;0;888;1982;0;0;0;297
554;24977;0;18406;10245;17398;82046;4483;0;0;0;0;0;0;0;0;0;0;0;0;4291;0;0;0;0
555;19107;0;17464;7842;20093;83181;1314;2092;0;0;0;0;0;2606;0;0;0;0;0;3150;0;0;0;0
556;22859;0;21115;8822;15030;85429;2814;0;0;0;0;0;0;5367;0;0;0;0;0;3671;0;0;737;1388
557;25364;48518;14514;6601;42116;0;1068;0;0;0;0;0;446;0;0;0;0;0;0;0;2350;0;0;0
558;33525;44002;13327;10902;21453;0;1673;0;0;0;0;322;373;0;0;0;0;0;0;0;1893;0;0;0
559;36550;82344;23717;9657;24138;0;2914;0;0;0;0;328;0;0;0;0;0;0;0;0;2798;0;0;0
560;35396;53829;10819;6225;15511;0;1768;0;0;0;0;299;0;0;0;0;0;0;0;0;0;0;0;0
561;36910;66116;17768;7973;21104;0;2647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;33916;55049;13177;8157;14009;0;2385;0;0;0;0;0;0;0;0;0;0;0;0;920;0;0;0;0
563;44071;69575;19793;8627;15379;0;2720;0;0;0;0;319;0;0;0;0;0;0;0;1477;0;0;0;0
564;34718;61328;19431;9800;23966;0;2436;0;0;0;971;0;0;0;0;0;0;0;0;963;0;0;0;0
565;39430;70606;24682;9169;18626;0;2798;0;0;0;0;0;0;0;0;0;0;0;0;1177;0;0;0;1441
566;41484;73308;19924;10693;14594;0;3657;0;0;0;0;372;0;0;0;0;0;0;0;1656;0;0;0;0
567;32606;65474;19839;10938;18132;0;3328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1004
568;30902;55492;12822;8177;12749;0;2404;0;0;0;1240;0;0;0;0;0;0;0;0;0;0;0;0;311
569;39951;70599;15604;11775;14226;0;2996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1567
570;37845;53872;11845;10034;21452;0;1534;0;0;0;0;234;0;0;0;0;0;0;0;0;4359;0;0;316
571;39021;68951;17668;8569;15506;0;2310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506
572;33279;68652;14235;8935;15404;0;2436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
573;47683;57963;19314;8985;24985;0;1652;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
574;39845;48137;11782;12520;16648;0;2418;0;0;0;0;333;0;0;0;0;0;0;0;0;0;0;0;311
575;29977;75337;17199;9821;13173;0;2876;0;0;0;0;0;0;0;0;0;0;0;0;1538;0;0;0;0
576;35426;59755;17833;10596;14952;0;2725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;32525;64659;15785;9995;12082;0;2903;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;34944;62224;24640;10353;15236;0;3172;0;0;0;2218;0;0;0;0;0;0;0;0;0;0;0;0;0
579;28255;64808;17528;9136;13460;0;1915;2172;0;0;2661;0;0;0;0;0;0;0;0;0;0;0;0;0
580;51192;44749;12674;9675;33878;0;890;1063;0;0;0;0;0;0;0;0;0;0;1023;0;0;0;0;0
581;49591;58282;16932;9268;16151;0;2106;0;0;0;1498;0;0;0;0;0;0;0;0;0;0;0;0;0
582;35339;61427;14470;10238;22429;0;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;27052;65336;15454;10129;17460;0;2069;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1030
584;22388;66104;24395;8140;11503;0;3006;0;0;0;0;0;0;0;0;0;0;0;0;2039;0;0;0;0
585;21835;54172;15292;7158;13034;0;2881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
586;29713;59256;20335;8943;17439;0;1688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;35026;50967;13686;7100;13091;0;1667;0;0;0;0;0;0;0;0;0;0;0;0;843;0;0;0;349
588;31385;60739;18198;8449;19869;0;2488;0;0;0;0;490;0;0;0;0;0;0;0;0;0;0;0;787
589;28501;55188;13680;9801;30560;0;2078;0;0;0;0;0;0;0;0;0;0;0;0;814;0;0;0;1075
590;35885;67812;18278;9608;21479;0;2513;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;2558
591;26275;48662;17233;6117;11176;0;2389;0;0;0;0;0;0;0;0;0;0;0;0;1760;0;0;0;414
592;23587;54169;16521;7077;17349;0;1771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
593;22530;56931;17946;7918;18639;0;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1048
594;21695;62858;17220;8292;11802;0;2895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2431
595;43737;45748;10597;31946;9696;0;1967;0;0;0;0;323;0;0;0;0;0;0;0;0;0;0;0;0
596;51193;58297;11516;24244;8342;0;2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;42910;55727;9486;22965;6058;0;1835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
598;44500;48092;10508;27933;6575;0;2206;0;4102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
