Wähler;Ungültige;Ungültige;SPD;SPD;CDU;CDU;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;NPD;NPD;REP;REP;FAMILIE;FAMILIE;Die Tierschutzpartei;Die Tierschutzpartei;PBC;PBC;MLPD;MLPD;BüSo;BüSo;BP;BP;PSG;PSG;Volksabstimmung;Volksabstimmung;ZENTRUM;ZENTRUM;ADM;ADM;CM;CM;DKP;DKP;DVU;DVU;DIE VIOLETTEN;DIE VIOLETTEN;FWD;FWD;ödp;ödp;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Freie Union;Freie Union;Übrige;Übrige
;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen
140808;3801;3513;51737;45343;48414;41109;13180;20210;10400;11657;11209;13498;0;0;1756;1393;0;504;0;0;0;1121;0;0;0;48;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;2175;0;0;0;0;0;0;311;0
161033;4254;3903;59621;49114;47643;40134;12188;19820;15453;17656;19246;23320;0;0;1594;1275;0;470;0;0;0;1374;0;0;319;173;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;0;0;0;0;0;0;3523;0;0;0;0;0;0;715;0
135727;3713;3630;53275;45401;45711;39966;12290;17526;11080;12927;7530;10679;0;0;2128;1939;0;422;0;0;0;1004;0;0;0;35;0;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;1948;0;0;0;0;0;0;0;0
144490;4391;4275;56519;47585;47053;40592;13487;19854;11395;12958;9370;12935;0;0;2275;1813;0;556;0;0;0;1256;0;0;0;37;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;2382;0;0;0;0;0;0;0;0
135293;2382;2195;51712;38139;47322;41356;10964;17410;10857;13181;10366;16884;0;0;1690;1290;0;843;0;0;0;1116;0;0;0;27;0;151;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;0;0;0;0;0;2625;0;0;0;0;0;0;0;0
147952;3104;2730;47897;40485;60214;50391;12968;21137;9815;12133;11032;13382;0;0;2922;2236;0;741;0;0;0;1431;0;0;0;40;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;2972;0;0;0;0;0;0;0;0
156108;3598;3357;52287;41649;55987;47442;16804;24009;10623;13713;13484;17988;0;0;2137;1706;0;644;0;0;0;1434;0;0;0;43;0;182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;3795;0;0;0;0;0;0;1188;0
156363;3465;3141;35602;29960;77514;63835;15268;27119;10267;11590;11257;13158;0;0;2972;2306;0;910;0;0;0;1337;0;0;0;54;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;155;0;0;0;0;0;0;0;2607;0;0;0;0;0;0;18;0
132713;3530;3444;41711;31980;52895;43652;12321;22105;9127;10916;7982;12272;0;0;2954;2553;379;1203;0;0;1690;1635;0;0;0;25;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;0;2627;0;0;0;0;0;0;124;0
141075;2300;2217;35257;29758;62748;49902;16255;27979;7522;9229;12976;15877;0;0;1081;1055;862;807;0;0;2074;1472;0;0;0;26;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;2552;0;0;0;0;0;0;0;0
131624;2757;2617;42438;31677;53317;43285;11785;23124;7497;9336;9434;14730;0;0;2360;2197;0;365;0;0;1785;1434;0;0;0;30;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;2631;0;0;0;0;0;0;251;0
166456;3400;2837;45127;36352;75224;60875;17463;30530;9066;10853;13141;17210;0;0;1432;1490;1603;1133;0;0;0;1665;0;0;0;32;0;174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;3199;0;0;0;0;0;0;0;0
133425;2374;2221;42751;30892;53416;40831;12350;23194;9016;11333;10970;18560;0;0;1516;1070;0;1049;0;0;0;1005;0;0;0;37;588;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;2839;0;0;0;0;0;0;444;0
128322;2768;2732;43514;30978;48218;39674;10972;21904;8909;11247;8536;13998;0;0;1577;1556;1385;1282;0;0;2443;1924;0;0;0;38;0;158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;2722;0;0;0;0;0;0;0;0
155748;2821;2322;36629;29515;72680;56989;18588;33225;7718;8699;15618;18258;0;0;1694;1140;0;701;0;0;0;1437;0;0;0;30;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;3157;0;0;0;0;0;0;0;0
132429;2217;2091;39147;29107;45866;36031;12876;22761;12031;14551;15701;20645;0;0;1327;1266;862;824;0;0;1879;1415;0;0;170;92;353;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;3355;0;0;0;0;0;0;0;0
156548;2671;2150;45074;33243;55027;43089;14336;27031;11998;15397;23403;28225;0;0;1546;1183;0;651;0;0;2077;1503;0;0;0;62;416;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;3722;0;0;0;0;0;0;0;0
128119;3099;2765;44973;35058;45410;37526;10177;18630;9449;11103;12072;15677;0;0;2457;1680;0;1098;0;0;0;1463;0;0;0;60;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;2772;0;0;0;0;0;0;482;0
158857;3969;4213;44542;34376;62281;49267;15843;28409;11594;13813;15243;19863;0;0;2434;1766;0;1068;0;0;2722;1858;0;0;0;41;0;198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;3835;0;0;0;0;0;0;229;0
176435;3467;3050;60581;43605;60536;49924;13553;26539;11213;14869;20963;29727;0;0;1860;1501;0;788;0;0;0;1650;0;0;0;87;0;173;0;0;0;0;0;0;0;0;396;0;0;0;0;0;0;132;0;0;0;0;0;0;3866;4390;0;0;0;0;0;0;0;0
176808;5386;4959;50797;42756;69191;56677;18409;29697;11574;13403;16215;19379;0;0;2183;1907;1772;1723;0;0;0;1765;0;0;0;79;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;0;0;4098;0;0;0;0;0;0;1281;0
148308;3135;2708;44903;35748;64472;50275;12966;25219;9171;10891;11296;15683;0;0;2365;1607;0;1458;0;0;0;1618;0;0;0;41;0;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;2782;0;0;0;0;0;0;0;0
136404;1658;1545;22854;22341;57882;51863;9942;14382;33005;32391;5540;6507;0;0;3798;3631;0;299;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1416;1009;0;2309;0;0;0;0;0;0;309;0
131047;1984;1912;29106;23845;44903;42063;8211;11921;35666;36508;4921;6451;0;0;4864;4607;0;467;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;489;0;2516;0;0;0;0;0;0;1392;0
128032;1860;1843;22839;21710;42706;39723;9808;12671;39605;37959;5762;6074;0;0;4857;4385;0;491;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;406;0;2584;0;0;0;0;0;0;595;0
139919;2112;1971;37032;27092;40063;42479;10056;12393;35942;38257;7391;7608;0;0;5475;4924;0;513;0;0;0;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;499;0;3992;0;0;0;0;0;0;1848;0
151129;1962;1637;33468;26879;45899;41750;8889;13419;43013;41765;12129;15620;0;0;4149;3760;0;451;0;0;0;0;0;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;4955;0;0;0;0;0;0;1620;0
164803;2274;1893;34658;28034;46590;44951;15695;16832;49344;48724;11471;13243;0;0;4771;4209;0;574;0;0;0;0;0;0;0;190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;634;0;5519;0;0;0;0;0;0;0;0
116989;1952;1743;20224;19006;42988;37841;9237;12557;33672;33017;4196;4919;0;0;4720;4168;0;397;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478;0;2707;0;0;0;0;0;0;0;0
148939;2261;1845;27824;25004;46726;44770;12534;14342;45820;45439;5684;6654;0;0;6574;5978;0;615;0;0;0;0;0;0;582;395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;557;0;3340;0;0;0;0;0;0;934;0
130502;1857;1606;27055;22682;39600;38338;10313;12118;41361;40815;5936;6762;0;0;4380;3941;0;532;0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0;3109;0;0;0;0;0;0;0;0
172799;3873;2735;61544;42279;66214;61307;17881;28754;11331;15360;9518;14005;0;0;2438;1820;0;689;0;1548;0;0;0;1022;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;327;0;2758;0;0;0;0;0;0;0;0
139346;2813;2187;33987;28973;62145;54737;20470;25933;8310;10171;10094;11622;0;0;1527;1192;0;409;0;1123;0;0;0;288;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;397;0;2204;0;0;0;0;0;0;0;0
138790;3133;2553;38080;32414;59853;49065;13084;23679;9935;11239;13222;13732;0;0;1483;1188;0;432;0;1118;0;0;0;227;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;0;0;0;0;0;324;0;2690;0;0;0;0;0;0;0;0
129502;4212;2615;29768;26369;59719;49993;15621;24093;8979;10510;9690;10221;0;0;1513;1130;0;482;0;1278;0;0;0;385;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;284;0;2017;0;0;0;0;0;0;0;0
133191;3062;2458;37332;34984;61167;43300;8684;21190;11579;14197;8768;11065;0;0;1798;1560;0;547;0;1158;0;0;0;248;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;260;0;2030;0;0;0;0;0;0;801;0
120001;3429;2390;28042;22419;53705;48270;16213;22500;8043;9642;9274;9922;0;0;1295;1021;0;354;0;1237;0;0;0;149;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;266;0;1717;0;0;0;0;0;0;0;0
139027;3573;2348;35039;30426;61980;50519;11330;20509;11639;13128;14143;16500;0;0;1323;1099;0;350;0;1119;0;0;0;155;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;284;0;2489;0;0;0;0;0;0;0;0
154343;3255;2698;44416;36122;65215;53078;16541;28104;11884;13186;10685;13047;0;0;2347;1895;0;638;0;1627;0;0;0;540;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;311;0;2948;0;0;0;0;0;0;0;0
191097;3627;2619;57338;43303;68081;61777;22054;29045;10737;13922;23696;29745;0;0;2043;1153;0;2265;0;1035;0;0;0;245;0;34;304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;833;0;0;0;2384;1305;0;4553;0;0;0;0;0;0;0;0
147381;3191;2788;54255;39125;51892;46831;14051;22748;10218;12098;10515;14609;0;0;3259;2284;0;1508;0;1468;0;0;0;421;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137;0;0;0;0;0;425;0;2909;0;0;0;0;0;0;0;0
153455;3013;2744;48713;40325;57736;48785;12878;22392;13002;15457;9277;12919;0;0;1807;1798;3631;3601;0;1443;0;0;0;314;210;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;0;0;0;0;0;319;3188;3079;0;0;0;0;0;0;0;0
164052;3870;2884;40404;36117;71481;57953;14870;26988;12546;13486;13748;16485;0;0;2710;1935;0;1918;3140;2217;0;0;0;453;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;0;0;0;0;0;426;0;3030;0;0;0;0;0;0;1283;0
163350;4062;3166;55070;44362;52311;45212;14725;22932;22205;22670;10834;13936;0;0;4143;3197;0;1373;0;2074;0;0;0;414;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;406;0;3421;0;0;0;0;0;0;0;0
131065;4156;3205;34342;28982;50035;44143;14105;19605;15989;16977;8840;8528;0;0;3598;2533;0;1662;0;1945;0;0;0;387;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;391;0;2561;0;0;0;0;0;0;0;0
156149;3719;3029;42287;34790;61994;52517;19431;26201;10926;13137;12637;15635;0;0;3230;2272;0;1980;0;1889;0;0;0;575;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134;0;0;0;0;0;609;0;3322;0;0;0;0;0;0;1925;0
112507;1738;1221;16724;14831;0;0;9508;13992;5362;5641;8477;8923;67284;57712;2045;1347;0;1086;0;789;0;650;0;99;0;20;1369;309;0;1297;0;0;0;0;0;0;0;0;0;143;0;0;0;63;0;251;0;0;0;1517;0;1896;0;720;0;0;0;0;0;0
140360;2228;1157;24402;19106;0;0;16433;22094;6073;6265;17573;17458;67518;61088;1837;1018;0;1711;0;996;0;959;0;91;0;35;0;54;0;1434;0;0;0;0;0;0;0;0;0;114;0;0;0;60;0;289;0;0;3969;2453;0;2562;0;1416;0;0;0;0;327;0
154723;2174;1218;21693;20646;0;0;20220;22532;8510;8417;25879;18984;71748;68578;2636;1855;0;928;0;1052;0;1031;0;162;0;32;5;47;63;1467;0;0;0;0;0;0;0;0;0;119;0;0;0;71;0;338;0;0;88;1933;0;3691;1697;1622;0;0;0;0;10;0
186845;2143;1556;35144;29179;0;0;20645;29842;7146;8768;19965;23104;90368;79120;2007;1508;0;879;0;1065;0;1313;0;150;0;36;0;70;3109;1990;0;0;0;0;0;0;0;0;0;141;0;0;0;101;0;408;0;0;3120;1851;0;3568;2415;2196;0;0;0;0;783;0
174765;2418;1611;26630;26701;0;0;13994;21359;10838;10621;14082;14178;98542;85841;3276;2569;0;1257;0;1147;0;993;0;227;0;34;656;120;0;1321;0;0;0;0;0;0;0;0;0;146;0;0;0;85;0;226;0;0;3863;2323;0;3421;0;585;0;0;0;0;466;0
158045;1459;1123;55691;31067;0;0;15766;28189;7773;10705;15307;27405;57161;48622;1531;1117;0;482;0;461;0;1019;0;96;123;70;217;95;0;751;0;0;0;0;0;0;0;0;0;85;0;0;0;73;0;306;0;0;1732;1283;0;4164;0;932;0;0;0;0;1285;0
170334;1469;1028;44917;32109;0;0;24022;31531;9109;10996;21722;27466;61412;55854;1286;1038;0;439;0;546;0;1099;0;106;0;51;221;127;1574;1079;0;0;0;0;0;0;0;0;0;83;0;0;0;74;0;352;0;0;2147;1283;0;3715;1616;1358;0;0;0;0;839;0
155666;1546;1000;43835;30403;0;0;17033;25600;8266;10603;20507;26219;58849;51064;1289;1073;0;503;0;493;0;1005;0;153;0;54;460;148;0;813;0;0;0;0;0;0;0;0;0;111;0;0;0;63;0;325;0;0;2097;1236;0;3624;0;1176;0;0;0;0;1784;0
173138;1561;1086;47101;32308;0;0;20442;29355;9665;11587;24967;33340;63075;53814;1413;1029;0;498;0;528;0;1120;0;160;0;33;412;140;0;929;0;0;0;0;0;0;0;0;0;117;0;0;0;69;0;361;0;0;2623;1550;0;4045;0;1069;0;0;0;0;1879;0
192148;1783;1145;37277;31856;0;0;26030;37893;7201;8581;25062;24576;87060;75712;1548;1145;0;793;1926;1106;0;1131;0;105;0;20;0;62;0;1038;0;0;0;0;0;0;0;0;0;81;0;0;0;91;0;337;0;0;1986;1515;0;3471;1601;1490;0;0;674;0;0;0
161912;2087;1544;23041;20380;0;0;14745;23226;5967;7074;19499;18258;82305;74860;1172;1186;3455;2960;0;926;0;966;0;149;0;34;375;193;3612;2659;0;0;0;0;0;0;0;0;0;195;0;0;0;73;0;455;0;0;3905;2669;0;2503;1749;1602;0;0;0;0;0;0
183059;2456;1459;28179;23078;0;0;25954;34361;6928;7442;19133;21967;98057;81106;2215;1409;0;786;49;939;0;1167;0;140;0;33;0;68;0;1973;0;0;0;0;0;0;0;0;0;161;0;0;0;101;0;516;0;0;41;1717;0;2611;35;2025;0;0;12;0;0;0
142584;1966;1402;21406;17747;0;0;10142;18243;6156;7122;16188;16341;76741;68886;2063;1641;0;1420;0;727;0;864;0;245;0;16;608;139;2860;2163;0;0;0;0;0;0;0;0;0;249;0;0;0;71;0;325;0;0;2409;1927;0;1868;1296;1188;0;0;749;0;0;0
183832;2439;1704;25894;23512;0;0;19076;28911;7568;8897;21516;20871;94302;83058;1883;1501;0;835;0;1257;0;1128;0;219;0;28;0;57;3399;2740;0;0;0;0;0;0;0;0;0;193;0;0;0;91;0;489;0;0;4511;3277;0;3098;1921;1966;0;0;0;0;1323;0
94922;1524;1049;15336;13611;0;0;11065;13485;6851;7536;6717;6189;49398;43628;3039;2190;0;1449;0;686;0;537;0;110;0;17;0;25;0;1213;0;0;0;0;0;0;0;0;0;112;0;0;0;46;0;187;0;0;0;1178;0;1160;0;514;0;0;992;0;0;0
171065;2818;1584;25337;23634;0;0;22940;24031;9362;9554;17133;15002;84953;82466;3295;2373;0;1373;0;1152;0;1172;0;130;0;28;0;41;0;1397;0;0;0;0;0;0;0;0;0;155;0;0;0;80;1176;710;0;0;4051;2635;0;2843;0;705;0;0;0;0;0;0
118249;1536;1124;16573;17773;0;0;22069;18202;9217;9198;8767;9054;54275;52476;2600;2077;0;792;0;789;0;723;0;100;0;18;0;40;0;912;0;0;0;0;0;0;0;0;0;116;0;0;0;72;0;226;0;0;3212;2392;0;1618;0;547;0;0;0;0;0;0
104487;2052;1227;17920;14151;0;0;10305;14359;4868;5742;5828;6786;54904;51702;1743;1761;1719;1388;0;674;0;599;0;59;0;20;522;124;0;1140;0;0;0;0;0;0;0;0;0;157;0;0;0;54;0;194;0;0;4626;2472;0;1392;0;486;0;0;0;0;0;0
112708;1621;1345;24922;15817;0;0;8650;15232;5410;7257;4372;5925;61572;55844;2519;2085;0;1258;0;772;0;629;0;69;0;13;0;28;0;1232;0;0;0;0;0;0;0;0;0;93;0;0;0;47;0;171;0;0;3040;2831;0;1526;0;534;0;0;0;0;602;0
153659;3314;1680;30587;25606;0;0;18922;19418;10544;10629;13833;12807;71148;68586;3818;2839;0;913;0;1284;0;965;0;234;0;37;0;62;0;1026;0;0;0;0;0;0;0;0;0;198;0;0;0;105;0;213;0;0;0;2083;0;3686;1493;1288;0;0;0;0;0;0
171002;1933;1455;35207;29375;0;0;21618;22998;10514;11453;14784;18343;75653;72120;2753;2297;0;1100;0;1037;0;1316;0;153;0;40;0;68;0;1078;0;0;0;0;0;0;0;0;0;129;0;0;0;101;0;430;0;0;4410;2772;2903;3566;1227;1171;0;0;0;0;0;0
143939;2151;1957;34321;24828;0;0;11058;16553;9396;11310;6423;8580;72791;66951;3463;3020;0;1185;0;1225;0;966;0;159;0;22;0;49;0;1288;0;0;0;0;0;0;0;0;0;226;0;0;0;94;0;191;0;0;2830;2305;0;2269;0;761;0;0;0;0;1506;0
124026;1859;2270;24261;24467;0;0;8664;14272;6567;9093;6031;8060;54891;54009;2994;3071;0;693;0;1132;0;872;0;108;0;21;0;33;0;1054;0;0;0;0;0;0;0;0;0;222;0;0;0;59;0;176;0;0;1563;1565;0;2207;0;642;0;0;0;0;17196;0
129049;1563;1170;26044;19553;0;0;13590;17523;7601;8316;11726;13512;62548;57433;1899;1759;2213;1937;0;1061;0;790;0;188;0;58;0;33;1562;770;0;0;0;0;0;0;0;0;0;138;0;0;0;55;0;244;0;0;0;754;0;3041;0;714;0;0;0;0;303;0
117290;1654;974;23920;22018;0;0;9898;16066;6318;6865;13096;10937;58848;51124;1701;1593;1855;1520;0;818;0;690;0;293;0;20;0;30;0;414;0;0;0;0;0;0;0;0;0;131;0;0;0;50;0;181;0;0;0;595;0;2401;0;570;0;0;0;0;0;0
115851;1784;1272;28882;26869;0;0;8805;13398;7475;8116;9380;8707;55174;49248;2775;2384;0;614;0;711;0;597;0;231;0;35;0;25;0;261;0;0;0;0;0;0;0;0;0;70;0;0;0;56;0;165;0;0;1234;697;0;2093;0;302;0;0;0;0;342;0
126096;2057;1735;33763;29265;0;0;9604;14036;9994;10550;9302;8678;57632;51661;3094;2458;0;916;0;999;0;1005;0;511;0;31;0;49;0;487;0;0;0;0;0;0;0;0;0;111;0;0;0;93;0;167;0;0;0;484;0;2248;0;612;0;0;0;0;650;0
128501;1198;1384;18717;21863;0;0;4885;14520;6624;8038;5985;8731;86658;62880;3027;2682;0;1215;0;1045;0;827;0;259;0;25;0;48;0;546;0;0;0;0;0;0;0;0;0;112;0;0;0;59;0;185;0;0;1407;1091;0;2332;0;659;0;0;0;0;0;0
171989;2553;2119;37133;32847;0;0;17346;23222;9231;12176;14054;17294;80239;68128;3835;3023;0;1301;0;1520;0;1061;0;618;0;37;0;42;0;553;0;0;0;0;0;0;0;0;0;187;0;0;0;128;0;400;0;0;3658;2662;3248;3512;0;1159;0;0;0;0;692;0
135845;1335;1091;32269;28248;0;0;12736;20048;8275;8821;15036;18043;60685;48552;1596;1362;0;596;1946;1095;0;794;0;208;0;45;0;37;0;308;0;0;0;0;0;0;0;0;0;70;0;0;0;50;0;210;0;0;1686;1177;0;4096;0;994;0;0;0;0;281;0
179941;2512;2030;44505;37820;0;0;15361;24978;13798;14667;17109;20314;76897;63392;3551;2714;0;1251;0;1512;0;1355;0;393;0;66;0;66;0;492;0;0;0;0;0;0;0;0;0;142;0;0;0;136;0;364;0;0;0;1610;4166;5035;0;1604;0;0;2042;0;0;0
135154;1572;1190;41246;29751;0;0;10652;18528;10923;12554;15043;20934;48943;40094;2320;1835;0;611;0;620;0;1129;0;168;187;106;0;52;0;233;0;0;0;0;0;0;0;0;0;89;0;0;0;79;0;313;0;0;0;847;4268;4940;0;1081;0;0;0;0;0;0
124786;1689;1371;37159;30766;0;0;10498;14592;10794;11698;10048;12210;47519;42645;3136;2548;0;752;0;776;0;946;0;209;0;62;0;44;0;267;0;0;0;0;0;0;0;0;0;85;0;0;0;80;0;262;0;0;0;753;2653;3220;1290;1500;0;0;0;0;0;0
171076;2256;1692;40464;36327;0;0;18809;23177;9610;11262;16521;19517;75280;64763;3289;2487;0;1474;0;1139;0;1162;0;359;0;28;0;42;0;495;0;0;0;0;0;0;0;0;0;120;0;0;0;94;0;361;0;0;0;1065;3205;3690;1642;1822;0;0;0;0;0;0
135005;2840;2297;25143;23235;0;0;15185;20868;8072;8828;22717;15071;56491;53201;2716;1750;0;1791;0;1089;0;917;0;99;0;67;0;50;0;329;0;0;0;0;0;0;0;0;0;120;0;0;0;60;0;246;0;0;1841;979;0;2828;0;1180;0;0;0;0;0;0
162052;2659;1900;28487;23712;0;0;13592;22188;13000;13717;14723;12475;85574;75708;3305;2504;0;1580;0;1339;0;804;0;259;0;33;0;56;0;495;0;0;0;0;0;0;0;0;0;196;0;0;0;70;0;264;0;0;0;1242;0;2807;0;703;0;0;0;0;712;0
147482;3186;2289;28659;25872;0;0;12858;20360;8817;9346;13649;14285;75542;63513;1620;1575;2230;1826;0;1205;0;1067;921;232;0;46;0;47;0;379;0;0;0;0;0;0;0;0;0;113;0;0;0;59;0;307;0;0;0;1087;0;2888;0;986;0;0;0;0;0;0
146050;3121;1867;27794;24747;0;0;13713;18742;14803;13317;14598;13182;66253;62265;3029;1829;0;1790;0;1090;0;771;0;277;0;62;0;40;2213;784;0;0;0;0;0;0;0;0;0;157;0;0;0;57;0;242;0;0;0;990;0;3076;0;765;0;0;0;0;526;0
170031;2185;1569;39055;31440;0;0;17030;23203;9334;10582;21914;24341;73800;65294;2312;1287;0;2462;0;1011;0;1103;0;250;0;36;0;59;0;428;0;0;0;0;0;0;0;0;0;147;0;0;0;39;0;260;0;0;0;1422;3659;4262;0;836;0;0;0;0;742;0
135957;1789;1748;26268;24981;0;0;14638;17645;9318;10552;19708;16898;56644;51728;2038;1602;0;899;0;665;0;965;0;136;230;113;177;89;1022;674;0;0;0;0;0;0;0;0;0;115;0;0;0;88;0;307;0;0;1621;1073;0;4166;1658;1513;0;0;0;0;846;0
177024;2484;1754;27427;25356;0;0;20137;27522;8264;9425;15031;16430;92508;80335;2834;2168;0;1777;0;1187;0;1208;0;200;0;46;444;122;2552;1609;0;0;0;0;0;0;0;0;0;191;0;0;0;110;0;405;0;0;2804;1790;0;3399;2539;1990;0;0;0;0;0;0
133619;2191;1497;20901;18290;0;0;15337;19314;8025;7605;9962;10139;69102;64647;2549;1919;0;1725;0;1077;0;703;0;172;0;30;0;41;2385;1432;0;0;0;0;0;0;0;0;0;182;0;0;0;63;888;495;0;0;1982;1367;0;2170;0;751;0;0;0;0;297;0
164678;2832;1790;24977;23937;0;0;18406;26391;10245;10341;17398;14310;82046;72060;4483;3499;0;1013;0;1283;0;1040;0;344;0;36;0;96;0;1005;0;0;0;0;0;0;0;0;0;250;0;0;0;131;0;331;0;0;4291;2387;0;3496;0;938;0;0;0;0;0;0
158857;2008;1618;19107;20392;0;0;17464;26018;7842;8735;20093;17753;83181;70559;1314;1202;2092;1800;0;1200;0;1039;0;242;0;41;0;53;2606;1507;0;0;0;0;0;0;0;0;0;357;0;0;0;71;0;353;0;0;3150;2299;0;2635;0;983;0;0;0;0;0;0
170224;2992;2194;22859;20544;0;0;21115;28362;8822;9369;15030;15668;85429;77911;2814;2262;0;1010;0;1196;0;1018;0;390;0;34;0;85;5367;2849;0;0;0;0;0;0;0;0;0;397;0;0;0;119;0;334;0;0;3671;2728;0;2951;0;803;0;0;737;0;1388;0
142504;1527;1120;25364;26656;48518;39482;14514;27557;6601;9439;42116;31076;0;0;1068;691;0;758;0;0;0;667;0;250;0;144;446;150;0;0;0;0;0;143;0;0;0;30;0;0;0;0;0;60;0;361;0;0;0;494;2350;3426;0;0;0;0;0;0;0;0
129259;1789;1539;33525;26675;44002;37151;13327;22059;10902;11437;21453;22916;0;0;1673;999;0;1365;0;0;0;756;0;263;322;253;373;128;0;0;0;0;0;217;0;0;0;43;0;0;0;0;0;62;0;336;0;0;0;444;1893;2616;0;0;0;0;0;0;0;0
