Wähler;Ungültige;Ungültige;SPD;SPD;CDU;CDU;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;NPD;NPD;REP;REP;FAMILIE;FAMILIE;Die Tierschutzpartei;Die Tierschutzpartei;PBC;PBC;MLPD;MLPD;BüSo;BüSo;BP;BP;PSG;PSG;Volksabstimmung;Volksabstimmung;ZENTRUM;ZENTRUM;ADM;ADM;CM;CM;DKP;DKP;DVU;DVU;DIE VIOLETTEN;DIE VIOLETTEN;FWD;FWD;ödp;ödp;PIRATEN;PIRATEN;RRP;RRP;RENTNER;RENTNER;Freie Union;Freie Union;Übrige;Übrige
;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen
139785;2462;2185;22341;21684;42430;37004;11760;15974;46272;43617;11056;11950;0;0;2483;2234;0;0;0;0;0;0;0;0;981;511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0;0;4306;0;0;0;0;0;0;0;0
127503;2535;2474;23592;19513;41281;39777;11224;14153;39610;39876;3950;4740;0;0;4399;3792;0;0;0;0;0;0;0;0;0;257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380;0;0;0;0;0;0;0;2541;0;0;0;0;0;0;912;0
136840;3127;2738;23028;21030;43014;39645;10818;14574;47051;46802;5465;4977;0;0;4337;3713;0;0;0;0;0;0;0;0;0;331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;407;0;0;0;0;0;0;0;2623;0;0;0;0;0;0;0;0
133355;2749;2340;33943;27780;28760;24854;8869;13590;24871;25216;28108;28880;0;0;2110;1530;0;519;0;0;0;1576;0;0;0;107;951;329;0;0;0;116;0;0;0;0;0;0;0;0;0;167;0;129;0;527;0;0;0;245;0;5450;0;0;0;0;0;0;2994;0
166099;2836;2350;44769;29850;28374;28163;9604;13626;47070;45099;26674;32401;0;0;3702;3007;0;486;0;0;0;2225;0;0;0;104;1090;457;0;0;0;178;0;0;0;0;0;0;0;0;0;235;0;241;0;559;0;0;0;351;0;6767;0;0;0;0;0;0;1980;0
132532;3039;2666;35540;27842;50554;42771;13711;20580;10525;12060;13875;17577;0;0;2613;2074;0;772;0;0;0;1946;0;0;0;30;879;372;0;0;0;76;0;0;0;0;0;0;0;0;0;36;0;165;0;340;0;0;0;246;0;2979;0;0;0;0;0;0;1796;0
126799;3098;2821;41051;29109;44994;37170;10612;18277;11446;13611;10853;16451;0;0;2463;1982;0;618;0;0;0;2019;0;0;285;96;1245;560;0;0;0;87;0;0;0;0;0;0;0;0;0;44;0;184;0;371;0;0;0;226;0;3173;0;0;0;0;0;0;752;0
172795;2610;2188;45691;34488;66075;53085;15138;28876;9325;12270;27392;33004;0;0;1544;1309;0;472;1416;0;0;1860;0;0;0;34;462;283;0;0;0;79;0;0;0;0;0;0;0;0;0;36;0;137;875;623;0;0;0;312;0;3739;0;0;0;0;0;0;2267;0
150356;2623;1971;47340;31719;44549;39331;16397;24313;9978;12868;26778;32724;0;0;1187;893;0;262;0;0;0;1518;0;0;0;34;912;265;0;0;0;53;0;0;0;0;0;0;0;0;0;45;0;88;0;465;0;0;0;243;0;3564;0;0;0;0;0;0;592;0
172928;3533;3001;38244;36351;54971;45372;13292;23407;13787;16995;44506;36630;0;0;2413;1891;0;545;0;0;0;2270;0;0;0;72;1328;463;0;0;0;86;0;0;0;0;0;0;0;0;0;101;0;192;0;598;0;0;0;335;0;4619;0;0;0;0;0;0;854;0
132613;3915;3357;35168;27639;39618;33469;11468;16486;15852;17986;18805;22698;0;0;3356;2554;0;611;0;0;0;2066;0;0;218;108;0;209;0;0;0;128;0;0;0;0;0;0;0;0;280;150;0;158;0;394;0;0;0;261;0;4339;0;0;0;0;0;0;3933;0
160861;2572;2419;26415;32015;18394;18788;6425;9693;27796;39641;73897;43347;0;0;1791;1436;0;284;0;0;0;1793;0;0;0;130;0;166;0;0;0;171;0;0;0;0;0;0;0;0;649;354;0;118;0;727;0;0;0;306;0;9473;0;0;0;0;0;0;2922;0
142838;2326;2083;25520;27765;29124;25955;6247;11261;62880;47438;10495;15486;0;0;4092;3688;0;443;0;0;0;2106;0;0;398;168;1131;513;0;0;0;132;0;0;0;0;0;0;0;0;0;205;0;234;0;367;0;0;0;281;0;4713;0;0;0;0;0;0;625;0
128897;2496;2224;20336;20906;24563;22875;6969;9741;60236;51662;7242;8847;0;0;4725;3832;0;456;0;0;0;2189;0;0;0;127;1564;579;0;0;0;156;0;0;0;0;0;0;0;0;0;235;0;356;0;249;0;0;0;189;0;4274;0;0;0;0;0;0;766;0
132766;2283;2014;24028;22618;22566;21347;5048;8666;61874;53815;9652;11490;0;0;4492;3603;0;453;0;0;0;1960;0;0;0;101;1384;513;0;0;0;158;0;0;0;0;0;0;0;0;0;286;0;273;0;272;0;0;0;225;0;4972;0;0;0;0;0;0;1439;0
130211;1582;1194;38523;28937;50703;41146;11554;19464;9520;10911;17241;20765;0;0;1088;789;0;221;0;385;0;672;0;0;0;34;0;32;0;0;0;9;0;87;0;62;0;0;0;0;0;0;0;54;0;0;0;0;0;149;0;4837;0;149;0;314;0;0;0;0
160816;2766;2296;54205;45981;63511;53062;13275;23518;13502;14926;11056;12491;0;0;2501;1767;0;820;0;792;0;1107;0;0;0;19;0;29;0;0;0;18;0;125;0;70;0;0;0;0;0;0;0;114;0;0;0;0;0;81;0;2764;0;239;0;597;0;0;0;0
131761;2409;1923;31111;27877;65143;53888;12342;21315;9859;10638;8933;9307;0;0;1964;1532;0;413;0;784;0;1047;0;0;0;17;0;24;0;0;0;20;0;145;0;69;0;0;0;0;0;0;0;73;0;0;0;0;0;94;0;1976;0;199;0;420;0;0;0;0
144058;2447;1979;43655;36209;65662;53597;10745;21383;10079;11924;8956;11102;0;0;2514;2066;0;259;0;891;0;1100;0;0;0;20;0;28;0;0;0;19;0;201;0;72;0;0;0;0;0;0;0;74;0;0;0;0;0;62;0;2273;0;207;0;592;0;0;0;0
180037;2597;2259;63487;49072;69845;60798;18620;29495;11215;13214;11195;16136;0;0;2620;1952;0;500;0;793;0;1333;0;0;0;33;0;42;0;0;0;29;0;236;0;80;0;0;0;0;0;0;0;98;0;0;0;0;0;151;0;2688;0;195;0;933;0;0;458;0
176069;3421;2576;50035;40709;75290;63653;20620;32011;11679;13139;12239;15126;0;0;2321;1810;0;420;0;931;0;1276;0;0;0;43;0;40;0;0;0;24;0;209;0;103;0;0;0;0;0;0;0;146;0;0;0;0;0;160;0;2523;0;326;0;844;0;0;464;0
127011;1718;1178;43837;33774;42094;34195;10902;18981;10614;12092;15557;20019;0;0;1971;1398;0;368;0;433;0;816;0;0;0;70;0;25;0;0;0;20;0;179;0;74;0;0;0;0;0;0;0;53;0;0;0;0;0;146;0;2522;0;214;0;454;0;0;318;0
172562;1350;1006;55471;37665;59710;48545;18455;32663;9550;12138;26614;34040;0;0;1131;809;0;227;0;337;0;755;0;0;281;41;0;27;0;0;0;28;0;129;0;67;0;0;0;0;0;0;0;48;0;0;0;0;0;252;0;3237;0;207;0;341;0;0;0;0
134252;1619;1296;47625;37019;38093;33367;11187;17225;11390;13540;22550;24797;0;0;1788;1231;0;367;0;473;0;847;0;0;0;53;0;38;0;0;0;26;0;153;0;58;0;0;0;0;0;0;0;57;0;0;0;0;0;201;0;2791;0;257;0;456;0;0;0;0
167574;1898;1655;55251;37387;51674;51654;31606;31483;8381;11624;16856;26573;0;0;1211;1049;0;244;0;443;0;786;0;0;0;40;251;87;0;0;0;26;0;137;0;87;0;0;0;0;0;0;0;52;446;0;0;0;0;208;0;3685;0;74;0;280;0;0;0;0
167034;2203;1856;42568;37986;73959;58516;18727;31488;10523;11650;15389;17359;0;0;1765;1462;0;271;0;678;0;1113;0;0;0;19;0;21;0;0;0;15;1581;741;0;100;0;0;0;0;0;0;0;93;0;0;0;0;0;153;0;2887;0;194;0;432;0;0;319;0
161746;1994;1715;39489;33235;80363;59487;16012;34858;7430;8800;14046;16898;0;0;1443;1188;0;224;0;605;0;974;0;0;0;27;0;15;0;0;0;15;969;452;0;96;0;0;0;0;0;0;0;69;0;0;0;0;0;149;0;2445;0;163;0;331;0;0;0;0
150609;2389;2173;41165;35604;71759;56807;12990;25007;9599;11070;10066;12826;0;0;1734;1317;0;380;0;905;0;977;0;0;0;16;0;36;0;0;0;22;0;193;0;79;0;0;0;0;0;0;0;119;0;0;0;0;458;264;0;2035;0;228;0;551;0;0;449;0
166669;1598;1541;43992;38415;82523;58572;14198;31480;8561;10832;13745;18582;0;0;1643;1227;0;353;0;725;0;1111;0;0;0;30;0;47;0;0;0;18;0;197;0;87;0;0;0;0;0;0;0;94;0;0;0;0;0;177;0;2346;0;292;0;543;0;0;409;0
146460;2044;1605;53517;40982;51242;43188;11332;20670;11723;13715;13386;18064;0;0;2364;1815;0;448;0;712;0;1039;0;0;323;180;0;42;0;0;0;29;0;153;0;76;0;0;0;0;0;0;0;92;0;0;0;0;0;160;0;2578;0;292;0;620;0;0;529;0
145089;2101;1915;51180;39244;49021;40972;11852;19458;15003;16743;13308;18285;0;0;2337;1537;0;1098;0;629;0;1009;0;0;287;114;0;25;0;0;0;27;0;169;0;56;0;0;0;0;0;0;0;78;0;0;0;0;0;128;0;2880;0;189;0;533;0;0;0;0
162192;2157;1794;54910;42869;62365;51248;13940;26079;13418;15057;12956;16357;0;0;2446;1668;0;664;0;819;0;1103;0;0;0;91;0;44;0;0;0;26;0;193;0;102;0;0;0;0;0;0;0;139;0;0;0;0;0;157;0;2891;0;223;0;668;0;0;0;0
150715;1709;1613;50319;36767;66300;52053;11674;27081;8412;10411;10611;15404;0;0;1690;1218;0;628;0;785;0;960;0;0;0;32;0;48;0;0;0;21;0;164;0;84;0;0;0;0;0;0;0;69;0;0;0;0;0;123;0;2401;0;257;0;596;0;0;0;0
122690;1541;1261;43173;32740;48276;40999;11332;20574;8418;9839;8447;11350;0;0;1503;1061;0;467;0;596;0;756;0;0;0;28;0;28;0;0;0;20;0;122;0;94;0;0;0;0;0;0;0;84;0;0;0;0;0;95;0;1955;0;199;0;422;0;0;0;0
159600;1586;1214;45125;35625;68749;52747;16472;31626;10266;11962;15894;19967;0;0;1304;804;0;734;0;405;0;876;0;0;204;71;0;38;0;0;0;28;0;114;0;90;0;0;0;0;0;0;0;47;0;0;0;0;0;104;0;2554;0;155;0;439;0;0;0;0
134823;1690;1328;44295;34873;50233;40906;10758;20625;12948;13244;13137;16897;0;0;1560;900;0;1002;0;511;0;841;0;0;202;64;0;28;0;0;0;23;0;119;0;89;0;0;0;0;0;0;0;63;0;0;0;0;0;108;0;2499;0;208;0;495;0;0;0;0
149942;1966;1695;43614;36812;70787;55419;12763;25944;8709;9755;9935;12133;0;0;2168;1543;0;530;0;813;0;989;0;0;0;30;0;22;0;0;0;22;0;133;0;509;0;0;0;0;0;0;0;85;0;0;0;0;0;107;0;2556;0;242;0;603;0;0;0;0
124190;1774;1444;33852;30018;55784;43020;11573;22148;9233;10241;10162;10876;0;0;1569;1231;0;301;0;526;0;906;0;0;0;31;0;20;0;0;0;19;0;104;0;259;0;0;0;0;0;0;0;49;0;0;0;0;0;84;0;2191;0;196;0;526;0;0;243;0
149731;1695;1473;43087;35551;62639;53252;18168;28625;8641;10016;12043;13867;0;0;1358;1012;0;345;2100;1028;0;926;0;0;0;44;0;32;0;0;0;20;0;121;0;285;0;0;0;0;0;0;0;60;0;0;0;0;0;90;0;2267;0;195;0;522;0;0;0;0
164366;1990;1658;41691;36743;79359;61723;15755;30071;11102;11935;12633;14433;0;0;1836;1428;0;302;0;840;0;1269;0;0;0;22;0;22;0;0;0;25;0;133;0;106;0;0;0;0;0;0;0;78;0;0;0;0;0;130;0;2554;0;171;0;723;0;0;0;0
158453;2128;1714;46290;36810;76480;66161;14620;25249;8787;9566;10148;12355;0;0;0;1045;0;299;0;819;0;974;0;0;0;25;0;29;0;0;0;15;0;115;0;90;0;0;0;0;0;0;0;95;0;0;0;0;0;138;0;2277;0;166;0;511;0;0;0;0
151261;1740;1553;57225;48139;57576;49564;10624;19441;11071;12676;9873;12853;0;0;1569;1323;0;395;1583;923;0;969;0;0;0;30;0;28;0;0;0;15;0;97;0;86;0;0;0;0;0;0;0;87;0;0;0;0;0;114;0;2335;0;187;0;446;0;0;0;0
129601;1681;1412;50636;40990;44906;38812;11098;18168;10123;11438;9462;12727;0;0;1425;1091;0;308;0;535;0;841;0;0;270;108;0;21;0;0;0;20;0;102;0;72;0;0;0;0;0;0;0;76;0;0;0;0;0;76;0;2078;0;187;0;539;0;0;0;0
119956;1747;1546;50231;43400;37146;31256;6956;11768;12481;13717;8933;11123;0;0;2102;1470;0;573;0;631;0;971;0;0;0;151;0;34;0;0;0;29;0;113;0;127;0;0;0;0;0;0;0;103;0;0;0;0;0;100;0;2123;0;205;0;516;0;0;360;0
103924;1799;1555;47568;40861;27634;24190;5734;8813;11275;13901;6288;7577;0;0;3042;2019;0;540;0;533;0;885;0;0;275;178;0;34;0;0;0;31;0;87;0;181;0;0;0;0;0;0;0;121;0;0;0;0;0;58;0;1685;0;187;0;488;0;0;309;0
148108;1982;1803;65189;57689;40001;35712;9231;15049;14008;16311;14772;13352;0;0;2643;2011;0;480;0;740;0;1109;0;0;282;118;0;43;0;0;0;35;0;119;0;93;0;0;0;0;0;0;0;135;0;0;0;0;0;106;0;2325;0;211;0;667;0;0;0;0
140658;1722;1407;57547;49498;44653;37762;11852;18416;12143;13226;10801;13253;0;0;1940;1458;0;538;0;698;0;1018;0;0;0;139;0;60;0;0;0;32;0;108;0;66;0;0;0;0;0;0;0;83;0;0;0;0;0;97;0;2054;0;227;0;518;0;0;0;0
107997;1581;1308;49023;41637;28968;25067;6967;10947;11065;12431;7352;9495;0;0;2218;1619;0;979;0;565;0;874;0;0;240;141;583;154;0;0;0;31;0;118;0;74;0;0;0;0;0;0;0;62;0;0;0;0;0;65;0;1852;0;171;0;407;0;0;0;0
149281;1591;1198;57055;45888;53269;44455;11035;20829;10240;12239;13969;17807;0;0;1614;1227;0;598;0;525;0;915;0;0;0;91;508;148;0;0;0;39;0;142;0;78;0;0;0;0;0;0;0;75;0;0;0;0;0;109;0;2341;0;173;0;404;0;0;0;0
124037;1847;1379;52627;43571;37504;34732;9090;13462;12781;14202;7846;9984;0;0;2078;1470;0;410;0;599;0;852;0;0;0;80;0;30;0;0;0;17;0;102;0;56;0;0;0;0;0;0;0;182;0;0;0;0;0;82;0;2162;0;202;0;463;0;0;264;0
140361;1810;1428;58984;51110;44021;40418;10678;15219;13805;14614;8603;10299;0;0;2269;1554;0;483;0;694;0;1010;0;0;191;96;0;28;0;0;0;29;0;134;0;64;0;0;0;0;0;0;0;135;0;0;0;0;0;83;0;2285;0;211;0;467;0;0;0;0
121673;2652;1472;64623;50435;31011;27930;8344;10846;0;14497;9013;8327;0;0;4199;2018;0;1094;0;573;0;818;0;0;1831;454;0;33;0;0;0;21;0;112;0;67;0;0;0;0;0;0;0;108;0;0;0;0;0;52;0;2148;0;158;0;510;0;0;0;0
143677;1979;1411;42736;34893;63123;59231;17533;22277;8306;9197;8774;10999;0;0;1226;993;0;201;0;647;0;568;0;0;0;16;0;20;0;0;0;20;0;67;0;128;0;0;0;0;0;0;0;62;0;0;0;0;0;113;0;2249;0;227;0;358;0;0;0;0
148523;1804;1596;62810;54532;48290;42153;9710;16171;13765;15624;8372;10267;0;0;2391;1738;0;643;0;804;0;1052;0;0;243;128;0;34;0;0;0;23;0;102;0;74;0;0;0;0;0;0;0;114;0;0;0;0;1138;447;0;2261;0;182;0;578;0;0;0;0
147728;1494;1231;37324;32344;79254;67056;12521;24230;6385;7222;9706;10793;0;0;1044;805;0;188;0;625;0;599;0;0;0;17;0;12;0;0;0;13;0;73;0;103;0;0;0;0;0;0;0;56;0;0;0;0;0;94;0;1823;0;100;0;344;0;0;0;0
146369;1372;1100;37851;31790;73636;61901;14229;24041;7634;8504;10674;13607;0;0;973;752;0;213;0;703;0;705;0;0;0;13;0;16;0;0;0;20;0;80;0;93;0;0;0;0;0;0;0;67;0;0;0;0;0;163;0;2008;0;169;0;424;0;0;0;0
143782;1842;1371;58679;43523;61444;51067;11613;20001;9075;9250;0;13366;0;0;1129;929;0;204;0;686;0;555;0;0;0;14;0;24;0;0;0;15;0;56;0;63;0;0;0;0;0;0;0;71;0;0;0;0;0;85;0;2047;0;169;0;286;0;0;0;0
163921;1362;1190;53029;38604;63819;54902;16131;23951;7805;10970;20822;27985;0;0;718;574;0;175;0;416;0;567;0;0;0;39;0;17;0;0;0;19;0;89;0;78;0;0;0;0;0;0;0;38;0;0;0;0;0;417;0;3489;0;107;0;294;0;0;235;0
156217;2696;1809;49996;37608;75187;62706;16333;23668;12005;9824;0;14609;0;0;0;977;0;302;0;685;0;688;0;0;0;8;0;14;0;0;0;16;0;112;0;107;0;0;0;0;0;0;0;82;0;0;0;0;0;119;0;2308;0;132;0;443;0;0;0;0
168245;2536;1925;53509;42512;74149;64808;15138;24698;9909;10855;11924;16035;0;0;0;1202;0;361;0;824;0;855;0;0;0;25;0;24;0;0;0;24;0;152;0;86;0;0;0;0;0;0;0;118;0;0;0;0;625;379;0;2639;0;177;0;546;0;0;455;0
180441;2348;2091;61405;53583;64621;54277;10852;19883;14056;17126;24981;25057;0;0;1784;1453;0;311;0;755;0;956;0;0;0;68;394;100;0;0;0;45;0;132;0;67;0;0;0;0;0;0;0;120;0;0;0;0;0;179;0;3497;0;190;0;551;0;0;0;0
165115;2497;2079;62644;53661;61244;53025;15549;22018;12090;12887;11091;14121;0;0;0;1362;0;603;0;856;0;942;0;0;0;31;0;26;0;0;0;23;0;189;0;56;0;0;0;0;0;0;0;90;0;0;0;0;0;137;0;2373;0;215;0;421;0;0;0;0
147381;1996;1756;57561;47299;61751;51869;9628;18097;8809;10401;7636;11482;0;0;0;917;0;771;0;820;0;713;0;0;0;21;0;22;0;0;0;29;0;98;0;56;0;0;0;0;0;0;0;83;0;0;0;0;0;113;0;2284;0;153;0;397;0;0;0;0
127817;1880;1522;50688;43628;46447;40545;11879;16627;8492;9059;8431;10270;0;0;0;1039;0;358;0;779;0;728;0;0;0;23;0;36;0;0;0;10;0;95;0;66;0;0;0;0;0;0;0;94;0;0;0;0;0;119;0;2283;0;139;0;397;0;0;0;0
158321;2673;2368;49149;45184;71813;58814;12086;23125;9100;10266;9957;11708;0;0;1502;1151;0;254;1586;1037;0;727;0;0;0;21;0;21;0;0;0;31;0;125;0;91;0;0;0;0;0;0;0;109;0;0;0;0;455;309;0;2474;0;132;0;374;0;0;0;0
172558;2208;2107;43120;34925;88754;73354;15282;28805;9436;10380;12001;14619;0;0;1757;1340;0;377;0;1111;0;810;0;0;0;24;0;26;0;0;0;28;0;149;0;113;0;0;0;0;0;0;0;116;0;0;0;0;0;184;0;3478;0;145;0;467;0;0;0;0
150712;1885;1650;63980;49061;49893;45225;11251;18246;12188;14448;8836;13557;0;0;2679;1774;0;937;0;673;0;1231;0;0;0;87;0;36;0;0;0;12;0;137;0;72;0;0;0;0;0;0;0;96;0;0;0;0;0;79;0;2407;0;278;0;706;0;0;0;0
135860;1727;1430;54845;46848;40763;35927;13392;16778;11180;12596;11621;15248;0;0;1762;1382;0;307;0;673;0;1103;0;0;285;153;0;29;0;0;0;42;0;126;0;61;0;0;0;0;0;0;0;108;0;0;0;0;0;116;0;2180;0;194;0;559;0;0;285;0
153800;1853;1579;65810;55224;47030;37763;8578;16390;14741;16442;12775;18094;0;0;2268;1796;0;360;0;608;0;1171;0;0;259;126;486;100;0;0;0;49;0;126;0;57;0;0;0;0;0;0;0;101;0;0;0;0;0;119;0;2943;0;214;0;538;0;0;0;0
128511;3036;1948;64331;50922;33693;28681;8545;11591;0;16261;12393;11074;0;0;2570;1563;2768;1418;0;604;0;944;0;0;1175;175;0;20;0;0;0;34;0;93;0;60;0;0;0;0;0;0;0;164;0;0;0;0;0;81;0;2074;0;236;0;568;0;0;0;0
149331;1556;1258;60839;48882;40623;36237;12890;17813;14273;16272;16141;20133;0;0;2281;1469;0;231;0;521;0;960;0;0;288;146;440;103;0;0;0;22;0;128;0;63;0;0;0;0;0;0;0;838;0;0;0;0;0;105;0;3311;0;201;0;638;0;0;0;0
141167;1605;1412;59141;49813;40622;34006;9387;15993;14819;16104;12292;15553;0;0;2379;1654;0;263;0;677;0;1000;0;0;0;101;0;42;0;0;0;25;0;149;0;53;0;0;0;0;0;0;0;663;0;0;0;0;0;70;0;2383;0;275;0;931;0;0;922;0
148909;1757;1552;62638;55439;47702;38646;9418;17773;12451;13842;12737;13756;0;0;2206;1665;0;307;0;727;0;1045;0;0;0;44;0;24;0;0;0;18;0;144;0;52;0;0;0;0;0;0;0;207;0;0;0;0;0;88;0;2439;0;183;0;958;0;0;0;0
167422;2324;1932;72446;55249;54088;52623;14952;19998;11638;15917;8993;12798;0;0;2981;2113;0;536;0;810;0;1049;0;0;0;60;0;26;0;0;0;26;0;120;0;66;0;0;0;0;0;0;0;206;0;0;0;0;0;88;0;2889;0;241;0;675;0;0;0;0
165293;2204;1921;47583;41522;74725;59805;15625;27675;11432;12460;11924;14081;0;0;1800;1324;0;388;0;1037;0;922;0;0;0;13;0;48;0;0;0;22;0;149;0;123;0;0;0;0;0;0;0;118;0;0;0;0;0;106;0;2612;0;315;0;652;0;0;0;0
152242;1927;1702;40010;36741;77687;63133;13753;24530;9362;10064;7966;9460;0;0;1537;1223;0;306;0;910;0;809;0;0;0;25;0;23;0;0;0;26;0;146;0;121;0;0;0;0;0;0;0;96;0;0;0;0;0;112;0;2008;0;206;0;601;0;0;0;0
156878;2271;1682;60500;44822;64217;53999;15482;23059;12009;12362;0;13385;0;0;2399;1910;0;660;0;755;0;920;0;0;0;22;0;26;0;0;0;22;0;152;0;88;0;0;0;0;0;0;0;67;0;0;0;0;0;218;0;2044;0;200;0;485;0;0;0;0
151127;1941;1733;42273;36470;70705;59358;15568;25021;10100;10797;8476;10379;0;0;2064;1564;0;503;0;879;0;978;0;0;0;40;0;20;0;0;0;37;0;151;0;115;0;0;0;0;0;0;0;119;0;0;0;0;0;108;0;1901;0;281;0;673;0;0;0;0
146986;1788;1661;59521;41755;52751;51494;11740;20616;10431;12450;6207;10589;0;0;2331;1902;0;555;0;810;2217;1310;0;0;0;48;0;25;0;0;0;23;0;169;0;67;0;0;0;0;0;0;0;105;0;0;0;0;0;105;0;2181;0;335;0;786;0;0;0;0
109628;1785;1672;15860;16927;44147;38440;10611;13747;27760;27765;4357;4783;0;0;5108;5069;0;381;0;0;0;0;0;0;0;261;0;583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
129834;1719;1523;24866;23070;42704;38471;11781;16478;34015;32762;8856;11474;0;0;4202;4225;0;340;0;0;0;0;0;0;0;294;1691;1197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
144581;1904;1786;32841;26133;41101;37304;10505;16983;36117;36431;17345;20998;0;0;3094;3119;0;248;0;0;0;0;0;0;0;376;1674;1203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
148389;2283;2081;23471;23354;60969;53735;14799;19240;33044;34826;6745;7533;0;0;5988;5751;0;462;0;0;0;0;0;0;0;375;0;1032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1090;0
140109;2289;2288;17236;17987;62290;51703;12403;20052;29423;31286;8315;7979;0;0;7050;6875;0;404;0;0;0;0;0;0;0;327;0;1208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1103;0
154966;2907;2573;16870;18906;64325;59103;17755;20969;38241;37144;6505;6431;0;0;8363;7597;0;527;0;0;0;0;0;0;0;448;0;1268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
149737;2750;2590;17005;18569;62338;55015;13935;19223;35786;36231;7381;7004;0;0;7842;8035;0;540;0;0;0;0;0;0;0;413;2700;2117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
141214;2454;2254;16194;16725;62530;56001;15292;19910;28233;28970;6378;7346;0;0;7983;7717;0;412;0;0;0;0;0;0;0;258;2150;1621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
157220;2007;1773;25959;24373;56749;53247;14818;20574;37180;34171;13668;16961;0;0;3851;3980;0;281;0;0;0;0;0;0;0;297;1575;1563;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1413;0
154609;2328;2012;22268;21518;55401;51621;18204;21783;29679;30870;18871;19978;0;0;4389;4501;0;366;0;0;0;0;0;0;436;391;1597;1569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1436;0
143690;2294;2123;20800;18677;61579;54525;14032;19726;32744;34630;5921;6208;0;0;6320;6200;0;483;0;0;0;0;0;0;0;315;0;803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
136100;1716;1603;27060;22991;45876;41081;12106;17147;37433;38448;8109;9524;0;0;3800;3651;0;537;0;0;0;0;0;0;0;305;0;813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
133277;2151;1955;19247;19114;54065;49258;14092;16968;33133;33488;5360;5946;0;0;5229;4975;0;463;0;0;0;0;0;0;0;281;0;829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
159655;2884;2857;17168;18846;63211;60413;23820;22051;37166;39545;5896;5919;0;0;7930;7876;0;618;0;0;0;0;0;0;0;373;0;1157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1580;0
145614;2383;2228;20864;21336;55605;51459;13097;17402;40265;39659;6491;6418;0;0;5394;5268;0;517;0;0;0;0;0;0;0;316;995;1011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;520;0
137330;2421;2276;21393;20227;55128;49522;12755;16882;33586;35235;5849;6781;0;0;4908;4772;0;569;0;0;0;0;1290;0;0;251;0;815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
