Wähler;Ungültige;;CDU;;SPD;;FDP;;DIE LINKE;;GRÜNE;;CSU;;PIRATEN;;NPD;;Tierschutzpartei;;REP;;ÖDP;;FAMILIE;;Bündnis 21/RRP;;RENTNER;;BP;;PBC;;BüSo;;DIE VIOLETTEN;;MLPD;;Volksabstimmung;;PSG;;AfD;;BIG;;pro Deutschland;;DIE RECHTE;;DIE FRAUEN;;FREIE WÄHLER;;Nichtwähler;;PARTEI DER VERNUNFT;;Die PARTEI;;B;;BGD;;DKP;;NEIN!;;Übrige;
Erststimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen
151021;1542;1285;0;0;31253;29036;3148;5633;4909;5052;7365;8997;87248;80073;3781;2920;2229;1586;0;981;0;372;3824;1959;0;0;0;53;0;0;0;1375;0;0;0;30;0;142;0;32;0;0;0;0;0;5273;0;0;0;109;0;0;0;280;5722;5681;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0
171954;1394;1315;0;0;37541;32902;6830;7835;5839;6617;14202;15759;82648;82556;3453;3354;1442;1280;0;1261;0;475;4184;2571;0;0;0;35;0;0;0;1320;0;0;0;23;0;213;0;33;0;0;0;0;6229;7000;0;0;0;103;0;0;0;279;7799;6886;0;0;0;137;0;0;0;0;0;0;0;0;0;0;393;0
141364;1247;1564;0;0;34716;27066;2430;4701;3820;4505;4516;5927;80840;76453;0;2153;2155;1705;0;1020;0;469;2152;1527;0;0;0;42;0;0;2964;2120;0;0;0;21;0;103;0;38;0;0;0;0;0;4575;0;0;0;105;0;0;0;253;6524;6858;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0
118903;1114;1193;0;0;25881;26484;1735;3953;3117;3982;4531;5072;64930;62126;1806;1758;1895;1909;0;772;0;289;1489;1098;0;0;0;27;0;0;0;1071;0;0;0;19;0;105;0;18;0;0;0;0;2855;4243;0;0;0;109;0;0;0;254;4165;4259;0;0;0;162;0;0;0;0;0;0;0;0;0;0;5385;0
126869;995;920;0;0;28794;24924;4252;6073;4365;5143;10283;11267;65723;61546;3025;2905;1661;1619;0;964;0;586;0;792;0;0;0;40;0;0;0;570;0;0;0;19;0;139;0;60;0;0;0;0;4222;5211;0;0;0;82;0;0;0;319;3549;3559;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0
115659;1187;855;0;0;29344;26676;3133;5539;3246;3783;7189;7803;63936;56846;2663;2192;1392;1104;0;796;0;530;0;556;0;0;0;44;0;0;0;398;0;0;0;16;0;112;0;24;0;0;0;0;3569;4435;0;0;0;70;0;0;0;245;0;3524;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0
111378;985;1008;0;0;35785;30708;1835;4469;3681;4415;4274;6309;55309;51567;1717;1785;1740;1621;0;678;0;218;0;536;0;0;0;25;0;0;0;305;0;0;0;17;0;109;0;39;0;0;0;0;3143;4730;0;0;0;62;0;0;0;243;2909;2435;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
118838;1089;1201;0;0;33731;31406;1527;4418;5264;5619;6449;6315;64888;55219;0;2257;1722;1461;0;1030;0;446;0;504;0;0;0;40;0;0;0;597;0;0;0;14;0;87;0;19;0;0;0;0;4168;5109;0;0;0;107;0;0;0;235;0;2598;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0
122307;1225;1207;0;0;27587;26030;1996;4513;3616;4392;4845;6396;68903;63378;2212;2316;2013;2017;0;889;0;554;1430;856;0;0;0;31;0;0;1118;758;0;0;0;12;0;122;0;28;0;0;0;0;3829;4800;0;0;0;105;0;0;0;307;3533;3476;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0
166555;1683;1458;0;0;38331;36690;7454;7619;6202;6368;9665;13771;87922;78640;3938;3276;2496;2008;0;1114;0;643;0;1848;0;0;204;123;0;0;1522;860;0;0;0;33;433;239;0;23;0;0;0;0;0;5950;0;0;0;177;0;0;0;351;6705;5208;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;0
135186;863;937;0;0;35377;32638;2990;7440;5611;5840;11980;15395;65151;55940;3216;3311;957;917;0;901;0;289;0;1144;0;0;0;51;0;0;569;507;0;0;0;26;0;126;0;45;0;0;0;0;4393;5590;0;0;0;70;0;0;0;222;4079;3684;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0
178211;1370;1504;0;0;47936;44485;3239;8251;7524;8816;14595;16126;86997;75595;4792;4148;2246;1739;0;1338;0;887;0;1374;0;0;0;78;0;0;0;772;0;0;0;30;0;185;0;70;0;0;0;0;5588;7824;0;0;0;132;0;0;0;305;3924;4335;0;0;0;217;0;0;0;0;0;0;0;0;0;0;0;0
132674;1053;1027;0;0;41666;35310;3556;7150;8099;9311;13336;17444;51829;45748;4055;4221;1341;1061;0;1032;0;409;0;940;0;0;0;57;0;0;0;337;0;0;0;26;0;165;122;149;0;0;0;0;4417;5906;0;0;0;81;0;0;0;244;2134;1909;0;0;0;147;873;0;0;0;0;0;0;0;0;0;193;0
121814;1157;1239;0;0;38942;34363;2192;5087;6038;6948;8165;9705;53519;48881;3056;2936;1701;1572;0;890;0;481;0;761;0;0;168;110;0;0;0;318;0;0;0;11;0;114;0;50;0;0;0;0;4498;5737;0;0;0;79;0;0;0;214;2378;2187;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0
168765;1566;1312;0;0;46200;41107;5371;7467;6064;6394;11142;14247;84618;76181;4137;3252;2598;1471;0;1235;0;803;0;1095;0;0;0;68;0;0;0;560;0;0;0;18;0;180;0;24;0;0;0;0;0;6533;0;0;0;141;0;0;0;293;7069;6192;0;0;0;192;0;0;0;0;0;0;0;0;0;0;0;0
131310;2410;1964;0;0;32308;28408;4199;7003;3641;4691;10284;11135;67591;61741;3314;2545;2173;1550;0;1098;0;739;1551;791;0;0;0;52;0;0;0;563;0;0;0;15;0;190;0;75;0;0;0;0;0;5263;0;0;0;156;0;0;0;263;3373;2902;0;0;0;166;0;0;0;0;0;0;0;0;0;0;466;0
155355;1822;1733;0;0;30564;27931;4391;7342;6930;6946;12127;9874;88911;82760;3562;2980;2789;2018;0;919;0;884;0;1119;0;0;0;67;0;0;0;756;0;0;0;27;0;167;0;40;0;0;0;0;0;4988;0;0;0;125;0;0;0;311;4259;4129;0;0;0;239;0;0;0;0;0;0;0;0;0;0;0;0
143137;2024;1707;0;0;32812;30486;3632;6413;4426;4839;8810;9972;73001;69953;2822;2670;1360;1404;0;1119;1223;1001;0;915;0;0;330;151;0;0;0;525;0;0;0;31;0;167;0;25;0;0;0;0;4652;5583;0;0;0;90;0;0;0;301;8045;5619;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0
141275;1713;1416;0;0;32190;28872;2921;5906;7514;6940;8052;9903;76548;71264;2994;2493;2042;1333;0;852;0;1118;1155;859;0;0;0;56;0;0;1532;828;0;0;0;23;0;114;0;52;0;0;0;0;0;4665;0;0;0;121;0;0;0;264;4614;4041;0;0;0;155;0;0;0;0;0;0;0;0;0;0;0;0
166593;1364;1322;0;0;42136;37225;5323;8485;5374;6637;16454;19311;80776;74187;4134;4014;1439;946;0;1136;0;1279;1903;1388;0;0;0;49;0;0;0;495;0;0;0;20;0;167;0;29;0;0;0;0;4831;6388;0;0;0;94;0;0;0;319;2859;2920;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0
133378;1354;1112;0;0;33145;29328;4511;6187;6408;7391;14568;13940;58622;57699;3508;3424;908;841;0;1012;844;641;0;1034;0;0;141;115;0;0;0;700;0;0;142;43;0;205;162;84;0;0;0;0;6301;7136;0;0;0;116;0;0;0;258;2764;1976;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0
176239;1600;1229;0;0;30879;30126;3974;8134;5177;5631;12067;12670;105841;93973;3550;3089;1840;1279;0;1384;0;1023;2665;1784;0;0;734;367;0;0;0;1580;0;0;0;29;0;221;0;42;0;0;0;0;7912;9040;0;0;0;151;0;0;0;390;0;3929;0;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0
131055;1560;1297;0;0;22858;21616;3170;5824;5797;4260;8153;7773;78524;72065;0;1938;2342;1503;0;877;0;999;2899;1312;0;0;381;121;0;0;0;1144;0;0;0;12;0;214;0;26;0;0;0;0;0;5433;0;0;0;81;0;0;0;462;5371;3964;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0
161614;1697;1248;0;0;29420;29023;4377;7485;5546;5958;12505;10417;91961;84598;3085;2990;3009;2444;0;1187;0;580;2493;1732;0;0;0;57;0;0;0;986;0;0;0;39;0;185;0;46;0;0;0;0;7521;8986;0;0;0;139;0;0;0;355;0;2985;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
155635;1531;1084;0;0;26722;24776;5501;8749;5530;5574;13011;14329;93494;80902;3072;2431;0;861;0;1201;2236;1052;4127;2089;0;0;411;161;0;0;0;976;0;0;0;30;0;230;0;35;0;0;0;0;0;6695;0;0;0;99;0;0;0;290;0;3918;0;0;0;153;0;0;0;0;0;0;0;0;0;0;0;0
167668;1456;1328;0;0;25009;24971;2847;7677;4731;5270;10039;11785;99333;91664;3260;2904;0;1374;0;1103;0;587;3258;2593;0;0;0;42;0;0;4808;2913;0;0;0;28;0;199;0;30;0;0;0;0;6842;7991;0;0;0;114;0;0;0;382;5425;4537;0;0;0;176;0;0;0;0;0;0;0;0;0;0;660;0
152546;1298;1046;63465;56794;25050;31766;3894;12548;5824;9432;41522;26534;0;0;3315;4338;673;506;0;860;0;224;697;528;0;0;0;0;0;258;0;0;0;170;161;79;0;0;0;103;0;141;0;0;4151;6281;0;136;0;66;0;0;0;0;864;645;0;0;0;91;0;0;0;0;0;0;0;0;0;0;1632;0
134355;1520;1314;58222;52323;34690;30469;3594;8920;6633;8902;18505;18341;0;0;3064;3460;1074;799;0;846;0;479;0;382;0;0;0;0;0;367;0;0;0;135;121;44;0;0;281;219;0;153;0;0;4497;6047;0;255;0;84;0;0;0;0;1203;732;0;0;0;84;0;0;0;0;0;0;0;0;0;0;951;0
191149;2400;1872;102408;88734;44676;37808;6501;13516;7621;8234;17750;19613;0;0;4482;4133;2581;1743;0;1331;0;566;0;533;0;0;0;0;0;331;0;0;0;613;0;85;0;0;305;163;0;456;0;0;0;9666;0;184;0;161;0;0;0;0;2425;1291;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0
129700;1275;1164;65825;57598;32379;28205;2474;7859;4788;5862;14236;15483;0;0;2936;2871;912;880;0;1110;1004;873;0;302;0;0;0;0;0;245;0;0;0;165;0;18;0;0;0;111;0;152;0;0;3871;5835;0;143;0;88;0;0;0;0;0;647;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0
160053;1680;1627;80710;72844;40013;31499;3997;10880;5205;6533;15685;18435;0;0;3238;3602;1201;1181;0;1233;2127;1744;0;476;0;0;0;0;0;387;0;0;0;370;0;10;0;0;0;59;0;320;0;0;5055;7599;0;112;0;128;0;0;0;0;1142;915;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
132632;1921;1529;64095;60058;31646;28435;4393;7646;4710;5569;14010;13275;0;0;2557;2629;1813;1599;0;1000;0;552;596;403;0;0;0;0;0;289;0;0;0;240;0;17;0;0;0;67;0;198;0;0;6891;8259;0;129;0;93;0;0;0;0;0;530;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0
171509;2110;1650;87082;77461;38908;34086;6354;13327;6211;7663;17838;17511;0;0;3739;3583;2244;1783;0;1359;0;665;0;577;0;0;0;0;0;640;0;0;0;625;0;16;520;0;0;116;0;399;0;0;6503;9160;0;102;0;104;0;0;0;0;0;564;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0
162815;2254;1544;80935;70982;33977;34338;5126;11140;7739;7594;21666;18842;0;0;4349;3567;2251;1359;0;1102;0;563;1145;557;0;0;0;0;0;507;0;0;0;334;0;21;0;0;0;120;0;202;0;0;0;8247;0;138;0;142;0;0;0;0;3373;1380;0;0;0;136;0;0;0;0;0;0;0;0;0;0;0;0
177134;2854;1876;92693;79372;45962;36849;5404;11799;7697;7271;16474;18551;0;0;0;3810;3442;1921;0;1350;0;738;2608;705;0;0;0;0;0;645;0;0;0;474;0;79;0;0;0;86;0;299;0;0;0;9703;0;186;0;190;0;0;0;0;0;1051;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0
173772;2885;2182;87777;78544;46231;37933;6178;10927;7554;8138;12771;14662;0;0;4599;3789;3905;2672;0;1250;0;715;1469;731;0;0;0;0;0;544;0;0;0;432;0;28;0;0;403;126;0;308;0;0;0;9271;0;322;0;261;0;0;0;0;0;771;0;0;0;166;0;0;0;0;0;0;0;0;0;0;0;0
158389;2624;2156;81427;72835;35728;31230;6128;10355;6626;7535;15569;15641;0;0;4226;3371;3184;2119;0;1143;0;597;2877;1188;0;0;0;0;0;442;0;0;0;574;0;23;0;0;0;81;0;278;0;0;0;7799;0;94;0;146;0;0;0;0;0;608;0;0;0;174;0;0;0;0;0;0;0;0;0;0;0;0
130255;2468;1647;70748;62236;31673;26198;3541;7420;5079;5454;10439;11657;0;0;3856;2761;2451;1587;0;1011;0;547;0;424;0;0;0;0;0;402;0;0;0;514;0;29;0;0;0;76;0;245;0;0;0;7268;0;55;0;122;0;0;0;0;0;433;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0
162969;2859;2036;92293;79409;39464;35861;2857;7267;7929;7483;12402;13532;0;0;4934;3118;0;2166;0;1010;0;983;0;655;0;0;0;0;0;450;0;0;0;324;0;16;0;0;0;49;0;282;0;0;0;7255;0;96;0;161;0;0;0;0;0;692;0;0;0;124;0;0;0;0;0;0;231;0;0;0;0;0
150050;1939;1444;58452;55791;43866;33785;4714;8978;7254;8933;20337;22263;0;0;5149;6009;912;853;0;1111;452;352;0;423;0;0;0;0;0;250;0;0;0;205;0;34;0;0;0;93;0;185;0;0;5983;8334;0;77;0;90;0;0;0;0;992;724;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0
159992;2737;1887;83848;73805;40735;33416;4490;9553;5896;6461;12298;15175;0;0;4374;3761;1853;1301;0;1278;1224;730;0;346;0;0;0;0;0;386;0;0;0;491;0;16;0;0;0;41;0;258;0;0;0;9473;0;62;0;196;0;0;0;0;2537;1205;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0
148159;2513;2202;77850;71752;33482;30043;4527;8436;5073;6055;12233;13223;0;0;3058;2906;1642;1409;0;1076;0;376;0;280;0;0;0;0;0;380;0;0;0;174;0;12;0;0;0;54;0;329;0;0;7021;8397;0;46;0;121;0;0;0;0;0;751;0;0;0;137;0;0;0;0;0;0;0;0;0;0;760;0
168177;1858;1771;68061;62331;50850;38915;5180;11626;6892;9413;20392;24601;0;0;3430;4581;1210;1136;0;1187;0;268;663;405;0;0;0;0;0;289;0;0;0;145;0;10;0;0;0;44;0;188;0;0;8143;10219;0;85;0;76;0;0;0;0;776;766;0;0;0;121;722;0;0;0;0;0;0;0;0;0;0;0
137796;2629;2052;53819;47598;43736;37367;3772;7427;8951;10227;16544;15047;0;0;4606;4287;2514;1585;0;1378;0;514;0;278;0;0;0;0;0;497;0;0;0;162;0;27;0;0;270;120;0;277;0;0;0;8148;0;104;0;136;0;0;0;0;0;465;0;0;0;100;955;0;0;0;0;0;0;0;0;0;0;0
155585;2300;2339;90624;79516;32696;30269;2807;7956;5158;6379;9019;10984;0;0;2968;3049;2177;2023;0;1199;0;615;1556;1030;0;0;0;0;0;386;0;0;0;213;0;24;0;0;0;34;0;299;0;0;6280;7994;0;75;0;149;0;0;0;0;0;911;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0
147782;2228;2035;72271;63876;37724;32456;3709;9444;5824;6959;12031;13912;0;0;3866;3909;2040;1936;0;1255;655;591;759;421;0;0;0;0;0;342;0;0;0;264;0;18;0;0;0;36;0;267;0;0;6675;8786;0;72;0;125;0;0;0;0;0;932;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0
145107;2468;2072;73944;66656;35252;30861;3966;8133;5345;6357;9678;11696;0;0;3396;3556;1716;1628;0;1416;1261;1042;0;278;0;0;0;0;0;418;0;0;0;164;0;22;0;0;0;42;0;272;0;0;6277;8700;0;89;0;168;0;0;0;0;1804;1364;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0
159491;2294;2095;77737;70997;36059;31788;9064;11171;6435;7248;12539;14081;0;0;3457;3405;2502;2125;0;1324;0;613;0;389;0;0;0;0;0;460;0;0;0;598;0;15;0;0;0;38;0;317;0;0;8045;11379;0;98;0;176;0;0;0;0;1359;1014;0;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0
145151;2442;1881;83514;73263;28892;25285;4072;9194;6094;5948;10036;10946;0;0;3038;2642;2107;1689;0;995;1522;904;1164;524;0;0;0;0;0;410;0;0;0;796;0;21;0;0;0;39;0;257;0;0;0;9013;0;88;0;122;0;0;0;0;2270;1017;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0
168260;1726;1681;58106;59007;50004;36791;3182;8059;8083;13105;34762;33044;0;0;3829;4973;950;784;0;1465;0;282;0;642;0;0;0;0;0;363;0;0;0;329;0;21;452;0;0;77;0;261;0;0;4207;6384;0;52;0;88;0;0;0;0;1111;732;0;0;0;120;0;0;0;0;0;0;0;0;0;0;1848;0
164341;2298;2139;81205;70888;39902;35328;3856;9159;6305;7856;19468;20593;0;0;3747;3594;1741;1412;0;1393;0;589;0;410;0;0;0;0;0;457;0;0;0;590;0;24;0;0;0;50;0;514;0;0;5819;8267;0;70;0;119;0;0;0;0;0;738;0;0;0;151;0;0;0;0;0;0;0;0;0;0;0;0
153869;3254;2600;78797;69272;39772;32131;2742;7749;7002;7016;17368;18293;0;0;0;3667;1928;1176;0;1490;0;413;3006;1087;0;0;0;0;0;371;0;0;0;397;0;26;0;0;0;29;0;363;0;0;0;6823;0;33;0;101;0;0;0;0;0;710;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0
145259;2386;2437;80083;68973;28862;27448;3063;8140;6083;6762;14111;15311;0;0;2836;3028;1471;1318;0;1244;0;334;0;350;0;0;0;0;0;311;0;0;0;218;0;14;0;0;0;32;0;332;0;0;5563;7743;0;24;0;79;0;0;0;0;801;852;0;0;0;309;0;0;0;0;0;0;0;0;0;0;0;0
143449;2519;2281;81517;72998;25044;24757;4714;9025;5290;5601;10546;10385;0;0;0;2582;2296;2080;0;968;0;413;2419;1250;0;0;0;0;0;418;0;0;0;361;0;27;0;0;0;29;0;353;0;0;7112;8214;0;54;0;99;0;0;0;0;1992;1383;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0
119181;1815;1836;66505;57912;22211;22414;2946;6933;4144;4860;8984;10613;0;0;0;2260;1963;1737;0;926;0;208;586;375;0;0;0;0;0;339;0;0;0;453;0;17;0;0;0;57;0;229;0;0;4603;6697;0;37;0;76;0;0;0;0;1845;1084;0;0;0;118;0;0;0;0;0;0;0;0;0;0;3579;0
147557;1907;1741;75524;63563;27956;29504;5476;10735;5980;7295;19322;18446;0;0;3198;3190;1237;1116;0;1180;0;199;1105;661;0;0;0;0;0;335;0;0;0;230;0;20;0;0;0;43;0;384;0;0;5852;8027;0;49;0;89;0;0;0;0;0;649;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0
128808;2367;1772;65009;62610;35359;24130;4184;7307;5613;5482;12768;13987;0;0;0;2335;1694;947;0;876;0;635;1814;683;0;0;0;0;0;314;0;0;0;228;0;21;0;0;0;30;0;344;0;0;0;5979;0;46;0;97;0;0;0;0;0;890;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0
150014;1883;1992;76870;68394;29859;28558;5665;10441;5966;7089;18399;16195;0;0;0;3267;1764;1517;0;962;0;543;794;505;0;0;0;0;0;346;0;0;0;314;0;23;0;0;296;139;0;324;0;0;6435;8245;0;71;0;104;0;0;0;0;1119;875;0;0;0;110;0;0;0;0;0;0;0;0;0;0;964;0
149768;1789;1487;69354;61889;30160;30417;3358;8208;9589;9820;24477;21978;0;0;4402;3979;1558;1297;0;1053;0;439;0;589;0;0;0;0;0;276;0;0;0;340;0;30;0;0;0;95;0;267;0;0;5081;6815;0;73;0;94;0;0;0;0;0;509;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0
167199;2153;1731;85984;80370;39321;33432;4371;8662;6012;7087;16041;17023;0;0;4320;4075;0;1747;0;1158;0;553;0;724;0;0;0;0;0;422;0;0;0;344;0;46;0;0;0;114;0;342;0;0;5989;7839;0;95;0;147;0;0;0;0;1660;1147;0;0;0;141;0;0;0;0;0;0;0;0;0;0;1348;0
121718;2131;1630;70540;67567;23786;17814;2567;5851;4013;4075;10754;10887;0;0;3411;2503;0;1062;0;825;0;599;1958;1166;0;0;0;0;0;316;0;0;0;209;0;28;0;0;0;20;0;273;0;0;0;5072;0;66;0;105;0;0;0;0;2558;1516;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0
128696;1930;1487;68333;61961;26105;23125;4955;8086;5749;5629;14224;14955;0;0;2825;2594;1594;1091;0;950;0;303;1415;902;0;0;0;0;0;254;0;0;0;163;0;21;0;0;0;51;0;362;0;0;0;5689;0;37;0;75;0;0;0;0;1566;863;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0
135877;1630;1371;69312;67251;26909;23266;3320;7047;4424;5770;18298;16571;0;0;2761;2837;1252;1164;0;951;0;418;2782;1982;0;0;0;0;0;297;0;0;0;231;0;23;0;0;0;60;0;320;0;0;3674;5200;0;29;0;85;0;0;0;0;1192;901;0;0;0;103;0;0;0;0;0;0;0;0;0;0;323;0
132905;2714;1844;78966;69176;23684;22447;3069;7393;5460;5359;10802;11008;0;0;0;2746;2756;1854;0;1012;0;668;1194;543;0;0;0;0;0;328;0;0;0;289;0;37;0;0;544;198;0;282;0;0;0;6161;0;45;0;132;0;0;0;0;3716;1222;0;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0
142400;3349;3065;51324;46513;50286;43329;2410;6246;15202;16268;7422;10910;0;0;3904;4110;2550;2582;0;0;0;0;0;0;0;1560;0;0;0;0;0;0;0;0;0;0;0;0;267;160;0;0;0;0;5686;6575;0;0;0;233;0;0;0;0;0;849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
154287;4360;4357;66694;60052;52303;46037;1872;5480;10936;13458;5577;7873;0;0;3652;3739;2475;2610;0;0;0;0;0;0;0;1653;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;6418;7645;0;0;0;237;0;0;0;0;0;1075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
138097;4041;3904;60865;54911;44868;40861;2221;4514;10247;12139;3793;6088;0;0;3035;3391;1975;2062;0;0;0;0;0;0;0;1858;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;6365;7287;0;0;0;214;0;0;0;0;0;810;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0
142644;3729;3542;55250;50892;52266;44365;1890;5266;12592;14180;4954;7127;0;0;3289;3453;2231;2437;0;0;0;0;0;0;0;2378;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;6443;7784;0;0;0;218;0;0;0;0;0;930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
